ID,Category,Subcategory,Size,Color,Material,Brand,Price Range,Rating,In Stock,Shipping Weight,Age Group
638,Clothing,Shirts,Large,Red,Glass,Epsilon,Premium,5,true,16.96,Adults
639,Clothing,Shoes,Large,White,Plastic,Alpha,Mid-range,3,true,13.55,Teens
640,Food,Frozen,Small,White,Glass,Gamma,Budget,1,true,8.54,Teens
641,Food,Frozen,Large,Purple,Metal,Alpha,Mid-range,2,false,3.13,Children
642,Sports,Equipment,Small,Red,Cotton,Alpha,Budget,1,true,5.19,Teens
643,Home,Kitchen,Small,Green,Leather,Epsilon,Budget,3,true,5.58,Teens
644,Electronics,Phones,Medium,Black,Metal,Beta,Budget,3,true,2.66,Teens
645,Food,Frozen,Small,Black,Wood,Alpha,Mid-range,5,true,3.86,Children
646,Clothing,Dresses,Small,Green,Metal,Alpha,Luxury,3,true,11.42,Children
647,Electronics,Phones,Large,Yellow,Leather,Epsilon,Luxury,1,true,19.08,Teens
648,Clothing,Dresses,Medium,Purple,Wood,Delta,Luxury,3,true,13.48,Adults
649,Food,Frozen,Medium,White,Cotton,Beta,Budget,1,false,13.06,Teens
650,Electronics,Phones,Medium,Green,Glass,Gamma,Luxury,5,true,16.45,Teens
651,Food,Fresh,Medium,Blue,Metal,Alpha,Budget,4,true,18.14,Children
652,Electronics,Tablets,Large,White,Wood,Delta,Mid-range,4,true,1.39,Teens
653,Clothing,Shoes,Small,Green,Metal,Beta,Premium,4,true,12.24,Adults
654,Sports,Accessories,Medium,Blue,Glass,Epsilon,Premium,5,false,16.65,Seniors
655,Home,Decor,Medium,Green,Glass,Delta,Premium,4,true,2.97,Adults
656,Sports,Accessories,Small,White,Wood,Delta,Mid-range,1,true,2.91,Seniors
657,Sports,Accessories,Small,Red,Cotton,Alpha,Premium,1,true,18.60,Seniors
658,Electronics,Phones,Large,Black,Plastic,Alpha,Mid-range,5,true,15.24,Adults
659,Home,Kitchen,Large,Red,Glass,Epsilon,Mid-range,2,false,11.82,Teens
660,Food,Frozen,Small,Yellow,Metal,Gamma,Budget,4,false,14.76,Seniors
661,Food,Snacks,Medium,Blue,Cotton,Delta,Luxury,1,false,1.07,Teens
662,Food,Fresh,Small,Red,Cotton,Alpha,Luxury,2,true,10.82,Seniors
663,Sports,Equipment,Large,Green,Metal,Beta,Mid-range,1,true,19.86,Children
664,Electronics,Laptops,Medium,Green,Wood,Delta,Luxury,5,false,10.31,Adults
665,Sports,Equipment,Medium,Black,Plastic,Alpha,Mid-range,3,true,13.26,Seniors
666,Sports,Nutrition,Large,Purple,Cotton,Alpha,Luxury,1,true,3.51,Adults
667,Food,Frozen,Medium,White,Leather,Delta,Premium,5,false,15.47,Teens
668,Clothing,Shirts,Medium,Green,Metal,Delta,Mid-range,1,true,11.04,Children
669,Clothing,Shirts,Large,Blue,Plastic,Alpha,Premium,2,false,15.96,Teens
670,Home,Decor,Large,Green,Leather,Beta,Premium,3,false,4.24,Adults
671,Food,Snacks,Small,Black,Plastic,Alpha,Luxury,1,true,14.70,Children
672,Home,Bath,Small,Black,Metal,Epsilon,Premium,2,true,4.57,Teens
673,Sports,Accessories,Medium,Green,Glass,Epsilon,Budget,2,true,11.87,Seniors
674,Electronics,Laptops,Small,Yellow,Cotton,Beta,Luxury,5,true,19.79,Teens
675,Food,Frozen,Medium,Black,Plastic,Epsilon,Budget,3,true,0.75,Teens
676,Sports,Accessories,Medium,Purple,Plastic,Beta,Premium,3,false,15.95,Seniors
677,Home,Furniture,Medium,Red,Leather,Beta,Luxury,3,true,0.35,Teens
678,Sports,Equipment,Medium,Black,Metal,Delta,Mid-range,1,true,12.11,Teens
679,Home,Decor,Medium,Blue,Leather,Delta,Mid-range,4,true,4.14,Teens
680,Clothing,Shoes,Medium,Green,Plastic,Beta,Mid-range,4,true,4.89,Seniors
681,Home,Kitchen,Small,Purple,Metal,Delta,Mid-range,3,true,12.01,Teens
682,Sports,Apparel,Small,Purple,Wood,Alpha,Budget,2,true,17.74,Adults
683,Sports,Apparel,Large,Purple,Glass,Alpha,Mid-range,1,true,1.46,Seniors
684,Food,Fresh,Small,Black,Metal,Alpha,Premium,3,false,2.15,Children
685,Clothing,Shirts,Large,Blue,Cotton,Alpha,Mid-range,2,false,18.61,Teens
686,Electronics,Tablets,Medium,White,Glass,Alpha,Premium,1,false,19.23,Children
687,Sports,Equipment,Large,Blue,Plastic,Gamma,Premium,1,true,3.05,Adults
688,Clothing,Pants,Small,Red,Leather,Delta,Mid-range,2,false,15.50,Teens
689,Food,Snacks,Medium,White,Glass,Gamma,Budget,1,true,9.89,Teens
690,Food,Snacks,Small,Yellow,Wood,Gamma,Mid-range,3,false,4.09,Teens
691,Electronics,Tablets,Large,White,Cotton,Epsilon,Premium,5,true,7.80,Adults
692,Home,Furniture,Large,Black,Wood,Beta,Mid-range,4,true,10.42,Teens
693,Food,Beverages,Large,Purple,Leather,Beta,Premium,3,true,19.60,Teens
694,Sports,Nutrition,Large,Black,Metal,Epsilon,Mid-range,5,true,5.38,Seniors
695,Food,Beverages,Medium,Blue,Cotton,Delta,Budget,1,false,3.84,Teens
696,Electronics,Accessories,Large,Yellow,Metal,Delta,Mid-range,3,true,1.21,Teens
697,Home,Bath,Large,Yellow,Plastic,Epsilon,Luxury,1,true,19.43,Teens
698,Food,Snacks,Large,White,Metal,Delta,Mid-range,1,true,17.35,Adults
699,Clothing,Dresses,Medium,Yellow,Leather,Gamma,Premium,2,true,12.36,Teens
700,Home,Kitchen,Large,White,Plastic,Alpha,Budget,4,true,8.55,Children
701,Sports,Apparel,Medium,Black,Leather,Beta,Budget,2,false,17.98,Teens
702,Electronics,Tablets,Large,Red,Metal,Epsilon,Budget,2,true,15.06,Teens
703,Clothing,Dresses,Large,Purple,Wood,Delta,Premium,5,true,6.69,Adults
704,Clothing,Dresses,Small,Blue,Cotton,Alpha,Luxury,3,false,7.40,Teens
705,Home,Kitchen,Large,Purple,Wood,Epsilon,Budget,5,false,4.35,Adults
706,Electronics,Accessories,Medium,White,Plastic,Beta,Mid-range,2,true,19.61,Teens
707,Home,Kitchen,Large,Purple,Leather,Gamma,Luxury,3,true,7.17,Teens
708,Clothing,Shoes,Small,White,Metal,Epsilon,Budget,4,false,4.60,Adults
709,Clothing,Pants,Small,Purple,Glass,Epsilon,Premium,1,true,17.99,Teens
710,Electronics,Accessories,Medium,Red,Plastic,Beta,Luxury,1,true,14.79,Children
711,Food,Snacks,Large,Green,Wood,Alpha,Premium,5,true,1.13,Teens
712,Electronics,Tablets,Small,Purple,Plastic,Beta,Budget,1,true,8.13,Teens
713,Clothing,Dresses,Small,Yellow,Leather,Gamma,Luxury,2,false,2.85,Seniors
714,Clothing,Dresses,Medium,Yellow,Cotton,Beta,Budget,5,false,16.69,Seniors
715,Sports,Apparel,Medium,Yellow,Glass,Gamma,Budget,2,true,16.20,Children
716,Electronics,Phones,Small,White,Leather,Alpha,Budget,4,true,4.24,Adults
717,Clothing,Shoes,Medium,Black,Cotton,Epsilon,Premium,2,true,11.67,Teens
718,Food,Frozen,Small,White,Metal,Delta,Luxury,4,true,12.82,Children
719,Food,Frozen,Medium,Green,Plastic,Alpha,Luxury,2,true,0.81,Adults
720,Food,Frozen,Medium,Red,Cotton,Gamma,Mid-range,5,true,4.03,Children
721,Clothing,Dresses,Small,Black,Cotton,Epsilon,Luxury,2,true,17.09,Children
722,Electronics,Tablets,Large,White,Wood,Beta,Budget,3,true,8.23,Adults
723,Home,Kitchen,Small,Blue,Metal,Delta,Budget,4,true,18.13,Seniors
724,Clothing,Shirts,Small,Purple,Plastic,Epsilon,Mid-range,2,false,8.25,Teens
725,Food,Snacks,Medium,Green,Wood,Gamma,Premium,2,false,4.69,Children
726,Home,Bath,Medium,White,Leather,Delta,Luxury,2,true,12.52,Teens
727,Electronics,Accessories,Medium,Purple,Glass,Delta,Luxury,2,true,19.63,Teens
728,Food,Beverages,Large,Yellow,Wood,Epsilon,Budget,2,true,11.13,Teens
729,Food,Beverages,Small,White,Leather,Alpha,Luxury,1,true,11.12,Teens
730,Clothing,Pants,Medium,Red,Metal,Epsilon,Budget,5,true,5.02,Seniors
731,Clothing,Shoes,Medium,Red,Plastic,Gamma,Premium,5,true,7.16,Children
732,Clothing,Shoes,Large,Red,Wood,Epsilon,Mid-range,5,true,19.30,Seniors
733,Electronics,Laptops,Medium,White,Metal,Alpha,Luxury,5,true,17.21,Seniors
734,Home,Bath,Large,Yellow,Metal,Beta,Mid-range,1,true,8.71,Teens
735,Electronics,Laptops,Large,Black,Cotton,Delta,Premium,4,true,7.87,Teens
736,Electronics,Phones,Large,Green,Leather,Delta,Mid-range,4,false,19.47,Children
737,Sports,Nutrition,Medium,Yellow,Plastic,Beta,Mid-range,1,true,19.87,Teens
738,Home,Decor,Medium,Blue,Plastic,Gamma,Budget,5,true,16.79,Adults
739,Food,Fresh,Large,White,Cotton,Gamma,Budget,2,true,6.89,Adults
740,Clothing,Shoes,Large,Green,Wood,Delta,Premium,2,true,9.78,Children
741,Sports,Accessories,Small,Blue,Plastic,Beta,Premium,4,true,8.30,Teens
742,Sports,Nutrition,Small,Red,Plastic,Epsilon,Premium,4,false,2.78,Seniors
743,Home,Decor,Large,Yellow,Cotton,Beta,Premium,2,true,19.18,Children
744,Electronics,Accessories,Medium,Blue,Wood,Alpha,Luxury,4,true,5.43,Children
745,Electronics,Tablets,Medium,Red,Plastic,Alpha,Budget,5,true,7.76,Teens
746,Food,Frozen,Medium,Blue,Wood,Gamma,Mid-range,1,true,12.40,Adults
747,Sports,Accessories,Medium,Black,Plastic,Beta,Premium,2,true,4.55,Children
748,Home,Bath,Small,Purple,Glass,Beta,Budget,1,false,5.25,Children
749,Clothing,Shirts,Medium,Blue,Metal,Gamma,Mid-range,1,false,19.06,Children
750,Electronics,Accessories,Medium,Purple,Plastic,Epsilon,Luxury,5,false,2.56,Teens
751,Home,Furniture,Large,Green,Glass,Epsilon,Luxury,2,true,11.21,Teens
752,Electronics,Tablets,Medium,Red,Cotton,Epsilon,Budget,3,true,12.06,Children
753,Electronics,Phones,Medium,Black,Cotton,Alpha,Premium,2,false,3.97,Adults
754,Sports,Apparel,Large,Red,Glass,Delta,Premium,4,true,1.57,Children
755,Electronics,Accessories,Medium,Red,Glass,Gamma,Premium,3,true,7.70,Children
756,Clothing,Shirts,Large,Purple,Metal,Beta,Luxury,4,true,9.14,Children
757,Clothing,Dresses,Small,Green,Metal,Beta,Luxury,3,true,10.11,Adults
758,Clothing,Pants,Small,White,Wood,Delta,Mid-range,3,false,16.63,Children
759,Home,Decor,Medium,Black,Glass,Beta,Mid-range,4,true,12.34,Teens
760,Food,Fresh,Medium,Red,Glass,Alpha,Luxury,5,true,7.04,Children
761,Clothing,Dresses,Large,Purple,Cotton,Alpha,Luxury,1,true,4.78,Children
762,Clothing,Shoes,Small,Green,Plastic,Epsilon,Mid-range,3,true,15.69,Seniors
763,Sports,Accessories,Medium,White,Glass,Alpha,Mid-range,2,true,17.84,Seniors
764,Electronics,Laptops,Large,Purple,Leather,Alpha,Premium,3,true,8.10,Children
765,Food,Beverages,Medium,Black,Leather,Alpha,Luxury,2,true,2.46,Children
766,Home,Kitchen,Large,Black,Leather,Epsilon,Premium,5,true,9.24,Seniors
767,Clothing,Shirts,Small,Yellow,Metal,Alpha,Premium,1,true,8.24,Adults
768,Clothing,Pants,Small,Red,Cotton,Alpha,Mid-range,5,false,1.20,Teens
769,Food,Beverages,Small,Green,Leather,Beta,Mid-range,3,true,1.07,Children
770,Clothing,Dresses,Small,Black,Glass,Delta,Premium,3,true,3.79,Adults
771,Clothing,Shoes,Large,Red,Wood,Epsilon,Luxury,2,false,19.86,Adults
772,Sports,Accessories,Medium,Green,Metal,Epsilon,Premium,3,true,1.24,Adults
773,Food,Snacks,Small,Yellow,Plastic,Alpha,Budget,2,true,1.52,Seniors
774,Home,Bath,Small,Black,Glass,Gamma,Mid-range,2,true,16.99,Adults
775,Food,Frozen,Small,Yellow,Glass,Alpha,Budget,2,true,7.29,Seniors
776,Electronics,Phones,Small,White,Plastic,Alpha,Budget,4,false,1.86,Seniors
777,Food,Fresh,Medium,Blue,Metal,Beta,Mid-range,5,true,5.94,Teens
778,Electronics,Tablets,Large,Yellow,Wood,Gamma,Premium,5,true,4.54,Seniors
779,Clothing,Shirts,Small,Black,Plastic,Epsilon,Premium,4,true,12.96,Seniors
780,Sports,Equipment,Small,Blue,Glass,Beta,Luxury,1,false,1.57,Adults
781,Clothing,Shoes,Large,Black,Leather,Gamma,Premium,2,false,10.00,Teens
782,Food,Fresh,Large,Yellow,Cotton,Epsilon,Luxury,2,true,8.03,Teens
783,Electronics,Phones,Medium,Black,Metal,Gamma,Luxury,1,false,17.36,Seniors
784,Food,Snacks,Medium,Black,Leather,Delta,Premium,5,true,7.45,Children
785,Clothing,Dresses,Large,Blue,Metal,Gamma,Budget,1,true,1.07,Teens
786,Sports,Accessories,Medium,Green,Wood,Delta,Luxury,2,false,20.00,Children
787,Sports,Accessories,Medium,Blue,Cotton,Epsilon,Premium,3,true,9.66,Seniors
788,Clothing,Pants,Medium,Yellow,Plastic,Epsilon,Premium,4,true,11.00,Seniors
789,Clothing,Pants,Large,Blue,Cotton,Gamma,Mid-range,1,false,10.24,Children
790,Home,Furniture,Small,White,Metal,Epsilon,Mid-range,5,true,18.15,Adults
791,Electronics,Accessories,Medium,Yellow,Glass,Epsilon,Mid-range,4,true,16.78,Adults
792,Food,Fresh,Medium,Blue,Glass,Epsilon,Luxury,2,true,4.34,Adults
793,Food,Beverages,Medium,White,Wood,Alpha,Luxury,4,false,8.33,Teens
794,Electronics,Laptops,Medium,Purple,Plastic,Delta,Premium,5,true,10.42,Seniors
795,Home,Decor,Medium,White,Wood,Delta,Premium,4,true,12.22,Teens
796,Electronics,Tablets,Small,Black,Metal,Alpha,Mid-range,1,true,14.72,Teens
797,Food,Beverages,Medium,Red,Metal,Beta,Budget,3,true,14.14,Seniors
798,Electronics,Tablets,Large,Purple,Plastic,Gamma,Premium,3,false,12.23,Seniors
799,Clothing,Dresses,Medium,Blue,Cotton,Beta,Luxury,5,true,12.58,Seniors
800,Clothing,Shirts,Small,White,Metal,Gamma,Premium,2,true,12.90,Children
801,Food,Snacks,Medium,Purple,Plastic,Alpha,Premium,1,true,16.43,Children
802,Home,Decor,Medium,White,Plastic,Delta,Luxury,4,true,3.26,Children
803,Clothing,Shirts,Large,Blue,Leather,Alpha,Premium,2,true,15.76,Teens
804,Food,Frozen,Large,White,Leather,Delta,Mid-range,5,false,7.61,Adults
805,Sports,Accessories,Large,White,Plastic,Beta,Luxury,5,true,10.42,Teens
806,Home,Furniture,Small,Yellow,Leather,Beta,Mid-range,5,false,14.76,Seniors
807,Food,Fresh,Large,White,Cotton,Beta,Luxury,3,true,8.66,Adults
808,Electronics,Tablets,Medium,Black,Plastic,Epsilon,Mid-range,4,true,14.99,Adults
809,Home,Kitchen,Small,Black,Glass,Gamma,Premium,4,true,11.75,Teens
810,Sports,Apparel,Medium,Purple,Plastic,Beta,Luxury,5,true,19.87,Adults
811,Home,Decor,Small,Green,Cotton,Beta,Premium,2,true,14.34,Children
812,Clothing,Shoes,Medium,White,Wood,Epsilon,Mid-range,3,true,12.41,Children
813,Electronics,Laptops,Medium,Yellow,Glass,Beta,Premium,2,true,19.38,Adults
814,Food,Frozen,Small,Green,Wood,Gamma,Premium,2,true,6.09,Teens
815,Home,Furniture,Medium,Yellow,Wood,Delta,Luxury,5,true,0.40,Seniors
816,Sports,Nutrition,Large,Black,Cotton,Alpha,Luxury,5,true,13.59,Teens
817,Home,Decor,Large,Black,Plastic,Delta,Luxury,3,true,19.20,Adults
818,Home,Bath,Large,Black,Metal,Delta,Budget,3,false,9.36,Adults
819,Home,Kitchen,Small,White,Plastic,Epsilon,Mid-range,1,true,7.73,Teens
820,Food,Snacks,Large,Black,Wood,Alpha,Luxury,1,true,3.45,Adults
821,Electronics,Tablets,Small,Black,Glass,Alpha,Luxury,1,true,6.34,Teens
822,Sports,Accessories,Medium,Blue,Metal,Delta,Budget,1,true,16.53,Adults
823,Home,Bath,Large,Purple,Glass,Beta,Premium,5,true,1.23,Teens
824,Electronics,Laptops,Large,Green,Plastic,Delta,Budget,4,false,0.39,Seniors
825,Food,Beverages,Medium,Green,Metal,Beta,Mid-range,3,true,15.60,Seniors
826,Food,Fresh,Medium,Purple,Wood,Beta,Mid-range,1,true,10.79,Adults
827,Home,Bath,Small,Yellow,Wood,Beta,Budget,2,true,10.46,Children
828,Food,Beverages,Medium,Black,Leather,Alpha,Mid-range,3,true,12.19,Adults
829,Clothing,Shoes,Small,Blue,Metal,Delta,Premium,4,true,4.79,Adults
830,Electronics,Laptops,Small,Green,Leather,Delta,Luxury,5,false,16.38,Teens
831,Home,Kitchen,Large,Green,Plastic,Beta,Premium,3,true,14.79,Teens
832,Electronics,Laptops,Small,Purple,Glass,Delta,Budget,1,true,4.13,Teens
833,Electronics,Accessories,Large,Black,Leather,Delta,Mid-range,3,true,18.91,Teens
834,Sports,Nutrition,Medium,Yellow,Wood,Delta,Mid-range,1,true,15.77,Children
835,Sports,Apparel,Medium,Blue,Wood,Alpha,Premium,4,true,2.82,Teens
836,Clothing,Shirts,Medium,Blue,Plastic,Epsilon,Luxury,1,false,17.25,Teens
837,Electronics,Accessories,Large,Green,Wood,Gamma,Budget,1,true,0.46,Children
838,Electronics,Accessories,Large,Green,Metal,Delta,Premium,3,false,15.55,Seniors
839,Food,Fresh,Large,Purple,Metal,Alpha,Budget,2,false,10.66,Teens
840,Sports,Accessories,Large,Green,Cotton,Delta,Mid-range,1,true,4.94,Teens
841,Electronics,Laptops,Medium,Yellow,Plastic,Epsilon,Premium,5,true,15.53,Children
842,Home,Bath,Small,Green,Wood,Epsilon,Mid-range,3,true,15.16,Seniors
843,Electronics,Accessories,Medium,Red,Cotton,Alpha,Mid-range,4,true,2.85,Seniors
844,Clothing,Dresses,Large,Red,Metal,Beta,Luxury,4,true,3.53,Adults
845,Sports,Accessories,Medium,Black,Wood,Beta,Mid-range,2,true,17.93,Children
846,Electronics,Laptops,Small,White,Wood,Epsilon,Luxury,4,false,5.46,Children
847,Home,Furniture,Small,White,Leather,Epsilon,Luxury,3,true,5.75,Children
848,Clothing,Pants,Medium,Red,Cotton,Epsilon,Premium,1,true,16.59,Children
849,Electronics,Phones,Small,Purple,Plastic,Delta,Budget,4,true,19.61,Adults
850,Electronics,Tablets,Small,Yellow,Leather,Gamma,Premium,2,false,11.86,Teens
851,Food,Frozen,Medium,White,Metal,Epsilon,Luxury,3,true,14.52,Teens
852,Electronics,Accessories,Medium,Purple,Plastic,Alpha,Premium,2,true,3.02,Adults
853,Sports,Accessories,Large,Green,Wood,Gamma,Mid-range,5,true,9.23,Seniors
854,Sports,Nutrition,Medium,Green,Wood,Beta,Premium,3,false,0.15,Teens
855,Sports,Equipment,Large,Blue,Wood,Delta,Budget,1,false,2.19,Teens
856,Electronics,Phones,Medium,Green,Leather,Delta,Mid-range,1,true,9.81,Teens
857,Electronics,Tablets,Large,Black,Leather,Alpha,Mid-range,3,true,9.90,Children
858,Home,Kitchen,Small,Yellow,Plastic,Alpha,Budget,3,false,16.21,Adults
859,Food,Fresh,Large,White,Cotton,Gamma,Budget,3,false,7.11,Children
860,Food,Beverages,Small,Red,Leather,Alpha,Mid-range,3,true,4.70,Seniors
861,Sports,Apparel,Medium,Blue,Wood,Epsilon,Luxury,4,false,0.72,Teens
862,Sports,Equipment,Large,Green,Leather,Alpha,Mid-range,5,false,6.93,Teens
863,Food,Fresh,Large,White,Glass,Epsilon,Premium,2,true,15.86,Teens
864,Clothing,Shoes,Medium,Blue,Plastic,Alpha,Luxury,4,true,4.09,Children
865,Sports,Accessories,Small,Purple,Glass,Epsilon,Luxury,5,true,6.39,Seniors
866,Home,Kitchen,Large,White,Leather,Epsilon,Premium,2,true,10.78,Adults
867,Clothing,Dresses,Small,Black,Leather,Beta,Premium,1,true,12.12,Adults
868,Home,Bath,Small,Yellow,Cotton,Epsilon,Premium,5,true,17.96,Seniors
869,Food,Snacks,Medium,White,Plastic,Alpha,Mid-range,5,false,10.35,Children
870,Sports,Nutrition,Large,Yellow,Leather,Alpha,Mid-range,4,false,9.55,Teens
871,Food,Beverages,Large,Red,Wood,Beta,Luxury,5,true,13.36,Teens
872,Electronics,Laptops,Small,Purple,Metal,Delta,Luxury,5,true,16.94,Adults
873,Food,Snacks,Medium,White,Cotton,Delta,Luxury,5,true,5.99,Children
874,Electronics,Phones,Large,Red,Glass,Epsilon,Budget,1,true,10.62,Children
875,Food,Beverages,Small,Black,Cotton,Delta,Budget,1,true,12.07,Adults
876,Electronics,Laptops,Large,Red,Plastic,Beta,Budget,2,true,17.94,Seniors
877,Food,Frozen,Large,Green,Plastic,Beta,Premium,2,true,2.82,Teens
878,Electronics,Accessories,Large,White,Glass,Beta,Premium,5,true,17.75,Seniors
879,Home,Furniture,Large,Purple,Plastic,Delta,Luxury,1,true,19.33,Seniors
880,Food,Fresh,Large,White,Wood,Epsilon,Luxury,3,false,7.63,Children
881,Home,Decor,Large,Yellow,Wood,Alpha,Luxury,2,true,3.90,Seniors
882,Home,Kitchen,Small,Purple,Leather,Epsilon,Budget,4,true,13.39,Adults
883,Sports,Accessories,Small,Yellow,Metal,Delta,Budget,3,true,9.53,Children
884,Home,Bath,Small,Purple,Cotton,Alpha,Mid-range,3,false,18.10,Adults
885,Sports,Apparel,Medium,Green,Cotton,Delta,Premium,2,false,2.22,Adults
886,Sports,Nutrition,Medium,Green,Wood,Delta,Premium,2,false,1.58,Adults
887,Electronics,Phones,Large,Yellow,Cotton,Beta,Mid-range,3,false,12.29,Children
888,Sports,Accessories,Small,White,Wood,Gamma,Mid-range,4,true,8.63,Children
889,Sports,Accessories,Medium,Purple,Glass,Beta,Premium,1,true,15.43,Children
890,Food,Beverages,Small,White,Wood,Epsilon,Luxury,5,true,7.72,Seniors
891,Electronics,Accessories,Medium,Black,Metal,Alpha,Budget,1,false,6.42,Teens
892,Sports,Nutrition,Medium,Blue,Leather,Delta,Luxury,2,false,9.41,Teens
893,Electronics,Phones,Medium,White,Leather,Delta,Premium,5,true,9.25,Adults
894,Home,Kitchen,Medium,Yellow,Cotton,Gamma,Premium,4,true,18.93,Adults
895,Clothing,Shirts,Large,Red,Wood,Gamma,Mid-range,2,true,18.20,Adults
896,Home,Bath,Large,Purple,Leather,Delta,Premium,2,true,17.84,Teens
897,Electronics,Accessories,Medium,White,Glass,Beta,Mid-range,2,true,9.66,Adults
898,Electronics,Laptops,Large,Yellow,Cotton,Epsilon,Premium,3,false,14.86,Teens
899,Home,Bath,Small,Red,Wood,Gamma,Premium,5,true,17.03,Adults
900,Home,Kitchen,Medium,Green,Leather,Delta,Premium,1,false,8.19,Teens
901,Sports,Nutrition,Medium,Black,Wood,Beta,Premium,1,false,14.39,Children
902,Food,Frozen,Large,Black,Wood,Beta,Budget,2,true,11.61,Children
903,Food,Frozen,Large,Blue,Plastic,Beta,Premium,2,true,19.73,Adults
904,Food,Fresh,Medium,Purple,Cotton,Beta,Mid-range,1,false,15.67,Teens
905,Home,Furniture,Medium,Purple,Glass,Gamma,Budget,5,true,3.86,Seniors
906,Sports,Nutrition,Large,Green,Plastic,Epsilon,Premium,1,true,8.22,Teens
907,Electronics,Accessories,Large,Green,Glass,Epsilon,Mid-range,5,true,1.09,Seniors
908,Clothing,Shirts,Small,Green,Glass,Delta,Premium,5,true,18.54,Seniors
909,Clothing,Shirts,Large,Purple,Leather,Epsilon,Luxury,2,false,13.77,Seniors
910,Food,Beverages,Medium,Blue,Plastic,Beta,Mid-range,4,true,13.59,Teens
911,Sports,Nutrition,Large,White,Leather,Beta,Premium,3,true,16.99,Adults
912,Sports,Apparel,Small,Green,Glass,Beta,Luxury,4,false,6.56,Teens
913,Sports,Accessories,Medium,Blue,Leather,Epsilon,Mid-range,1,false,4.65,Teens
914,Sports,Apparel,Small,Blue,Glass,Gamma,Luxury,1,false,4.57,Seniors
915,Food,Snacks,Small,Yellow,Cotton,Delta,Premium,2,false,4.98,Children
916,Home,Furniture,Large,Purple,Cotton,Alpha,Premium,4,false,4.09,Teens
917,Electronics,Tablets,Medium,Purple,Glass,Epsilon,Budget,1,true,9.48,Seniors
918,Clothing,Shirts,Large,White,Metal,Epsilon,Premium,2,true,7.84,Seniors
919,Sports,Equipment,Large,Green,Plastic,Delta,Mid-range,3,true,6.13,Adults
920,Electronics,Tablets,Medium,Red,Leather,Delta,Budget,5,true,10.71,Seniors
921,Electronics,Accessories,Large,Purple,Cotton,Beta,Mid-range,5,true,6.36,Seniors
922,Clothing,Shirts,Small,Black,Metal,Beta,Mid-range,2,true,0.49,Children
923,Home,Bath,Large,Blue,Leather,Epsilon,Luxury,3,false,12.93,Seniors
924,Home,Bath,Large,Green,Wood,Gamma,Mid-range,4,false,10.10,Adults
925,Home,Kitchen,Medium,Black,Metal,Delta,Mid-range,5,true,3.07,Teens
926,Sports,Equipment,Small,Black,Cotton,Gamma,Mid-range,2,true,7.47,Teens
927,Home,Furniture,Medium,Blue,Metal,Beta,Luxury,2,true,18.81,Seniors
928,Food,Beverages,Medium,Red,Metal,Alpha,Budget,1,true,9.42,Seniors
929,Home,Furniture,Large,Red,Leather,Epsilon,Budget,5,true,19.70,Adults
930,Sports,Nutrition,Large,Black,Cotton,Delta,Budget,5,true,1.39,Children
931,Sports,Accessories,Small,Blue,Metal,Beta,Budget,1,true,15.04,Adults
932,Electronics,Phones,Large,White,Wood,Epsilon,Mid-range,2,true,14.67,Seniors
933,Food,Snacks,Small,Green,Leather,Gamma,Luxury,5,true,2.02,Adults
934,Home,Decor,Medium,White,Plastic,Alpha,Budget,2,true,8.50,Children
935,Electronics,Accessories,Small,White,Wood,Epsilon,Luxury,1,false,6.16,Adults
936,Home,Kitchen,Large,Purple,Cotton,Gamma,Premium,2,true,3.87,Adults
937,Electronics,Laptops,Large,Purple,Cotton,Delta,Mid-range,1,true,5.75,Teens
938,Sports,Accessories,Large,Blue,Metal,Epsilon,Mid-range,2,true,0.82,Adults
939,Clothing,Dresses,Medium,Yellow,Leather,Alpha,Premium,2,true,4.68,Adults
940,Clothing,Dresses,Large,Red,Glass,Alpha,Mid-range,2,false,4.18,Adults
941,Home,Bath,Large,Red,Cotton,Beta,Budget,4,true,18.00,Teens
942,Electronics,Phones,Small,Black,Cotton,Gamma,Mid-range,2,true,17.84,Adults
943,Home,Furniture,Large,White,Metal,Beta,Premium,1,true,3.23,Adults
944,Electronics,Phones,Large,Yellow,Cotton,Epsilon,Mid-range,5,true,19.67,Teens
945,Food,Snacks,Large,Yellow,Wood,Beta,Mid-range,5,true,15.03,Teens
946,Home,Bath,Medium,Black,Cotton,Beta,Mid-range,4,true,8.61,Seniors
947,Home,Kitchen,Large,Yellow,Glass,Beta,Mid-range,2,true,7.90,Adults
948,Home,Bath,Small,Green,Wood,Delta,Premium,3,true,6.41,Children
949,Electronics,Phones,Small,White,Metal,Beta,Premium,2,true,0.88,Adults
950,Sports,Apparel,Medium,Yellow,Glass,Epsilon,Budget,3,true,13.95,Seniors
951,Food,Fresh,Large,Red,Plastic,Beta,Luxury,1,true,13.53,Adults
952,Electronics,Accessories,Large,Purple,Wood,Alpha,Premium,3,true,0.79,Seniors
953,Sports,Apparel,Small,Green,Cotton,Gamma,Luxury,4,false,7.27,Seniors
954,Home,Bath,Large,Yellow,Glass,Epsilon,Luxury,3,true,5.51,Teens
955,Electronics,Phones,Medium,Black,Wood,Epsilon,Premium,4,true,4.79,Seniors
956,Electronics,Accessories,Small,Green,Cotton,Gamma,Premium,4,true,12.37,Children
957,Home,Decor,Large,Purple,Leather,Beta,Budget,5,true,15.16,Adults
