ID,Value,Squared,Cubed,Square Root,Natural Log,Sine,Cosine,Is Even
4999,38,24990001,124925014999,70.704,8.517,-0.664,-0.748,false
5000,23,25000000,125000000000,70.711,8.517,-0.988,0.155,true
5001,99,25010001,125075015001,70.718,8.517,-0.404,0.915,false
5002,90,25020004,125150060008,70.725,8.518,0.552,0.834,true
5003,96,25030009,125225135027,70.732,8.518,1.000,-0.014,false
5004,24,25040016,125300240064,70.739,8.518,0.529,-0.849,true
5005,26,25050025,125375375125,70.746,8.518,-0.429,-0.904,false
5006,91,25060036,125450540216,70.753,8.518,-0.992,-0.128,true
5007,87,25070049,125525735343,70.760,8.519,-0.643,0.766,false
5008,56,25080064,125600960512,70.767,8.519,0.297,0.955,true
5009,90,25090081,125676215729,70.774,8.519,0.964,0.266,false
5010,85,25100100,125751501000,70.781,8.519,0.745,-0.667,true
5011,85,25110121,125826816331,70.788,8.519,-0.159,-0.987,false
5012,13,25120144,125902161728,70.795,8.520,-0.917,-0.400,true
5013,10,25130169,125977537197,70.803,8.520,-0.832,0.555,false
5014,72,25140196,126052942744,70.810,8.520,0.018,1.000,true
5015,61,25150225,126128378375,70.817,8.520,0.851,0.525,false
5016,57,25160256,126203844096,70.824,8.520,0.902,-0.433,true
5017,91,25170289,126279339913,70.831,8.521,0.123,-0.992,false
5018,64,25180324,126354865832,70.838,8.521,-0.769,-0.640,true
5019,13,25190361,126430421859,70.845,8.521,-0.954,0.301,false
5020,55,25200400,126506008000,70.852,8.521,-0.262,0.965,true
5021,75,25210441,126581624261,70.859,8.521,0.671,0.742,false
5022,85,25220484,126657270648,70.866,8.522,0.987,-0.163,true
5023,83,25230529,126732947167,70.873,8.522,0.396,-0.918,false
5024,3,25240576,126808653824,70.880,8.522,-0.559,-0.829,true
5025,9,25250625,126884390625,70.887,8.522,-1.000,0.023,false
5026,6,25260676,126960157576,70.894,8.522,-0.521,0.853,true
5027,63,25270729,127035954683,70.901,8.523,0.437,0.900,false
5028,84,25280784,127111781952,70.908,8.523,0.993,0.119,true
5029,70,25290841,127187639389,70.915,8.523,0.636,-0.771,false
5030,45,25300900,127263527000,70.922,8.523,-0.305,-0.952,true
5031,12,25310961,127339444791,70.930,8.523,-0.966,-0.258,false
5032,37,25321024,127415392768,70.937,8.524,-0.739,0.674,true
5033,97,25331089,127491370937,70.944,8.524,0.168,0.986,false
5034,75,25341156,127567379304,70.951,8.524,0.920,0.391,true
5035,72,25351225,127643417875,70.958,8.524,0.827,-0.563,false
5036,70,25361296,127719486656,70.965,8.524,-0.027,-1.000,true
5037,73,25371369,127795585653,70.972,8.525,-0.856,-0.517,false
5038,64,25381444,127871714872,70.979,8.525,-0.898,0.441,true
5039,7,25391521,127947874319,70.986,8.525,-0.114,0.993,false
5040,84,25401600,128024064000,70.993,8.525,0.774,0.633,true
5041,34,25411681,128100283921,71.000,8.525,0.951,-0.309,false
5042,21,25421764,128176534088,71.007,8.526,0.253,-0.967,true
5043,21,25431849,128252814507,71.014,8.526,-0.677,-0.736,false
5044,76,25441936,128329125184,71.021,8.526,-0.985,0.172,true
5045,71,25452025,128405466125,71.028,8.526,-0.387,0.922,false
5046,11,25462116,128481837336,71.035,8.526,0.566,0.824,true
5047,98,25472209,128558238823,71.042,8.527,1.000,-0.031,false
5048,32,25482304,128634670592,71.049,8.527,0.514,-0.858,true
5049,56,25492401,128711132649,71.056,8.527,-0.444,-0.896,false
5050,58,25502500,128787625000,71.063,8.527,-0.994,-0.110,true
5051,1,25512601,128864147651,71.070,8.527,-0.630,0.777,false
5052,5,25522704,128940700608,71.077,8.528,0.314,0.950,true
5053,30,25532809,129017283877,71.084,8.528,0.968,0.249,false
5054,96,25542916,129093897464,71.091,8.528,0.733,-0.680,true
5055,43,25553025,129170541375,71.099,8.528,-0.176,-0.984,false
5056,39,25563136,129247215616,71.106,8.528,-0.924,-0.383,true
5057,54,25573249,129323920193,71.113,8.529,-0.822,0.570,false
5058,76,25583364,129400655112,71.120,8.529,0.036,0.999,true
5059,12,25593481,129477420379,71.127,8.529,0.860,0.510,false
5060,70,25603600,129554216000,71.134,8.529,0.894,-0.448,true
5061,2,25613721,129631041981,71.141,8.529,0.106,-0.994,false
5062,42,25623844,129707898328,71.148,8.530,-0.780,-0.626,true
5063,63,25633969,129784785047,71.155,8.530,-0.948,0.318,false
5064,13,25644096,129861702144,71.162,8.530,-0.245,0.970,true
5065,12,25654225,129938649625,71.169,8.530,0.684,0.730,false
5066,30,25664356,130015627496,71.176,8.530,0.984,-0.181,true
5067,74,25674489,130092635763,71.183,8.531,0.379,-0.925,false
5068,91,25684624,130169674432,71.190,8.531,-0.574,-0.819,true
5069,97,25694761,130246743509,71.197,8.531,-0.999,0.040,false
5070,28,25704900,130323843000,71.204,8.531,-0.506,0.863,true
5071,37,25715041,130400972911,71.211,8.531,0.452,0.892,false
5072,91,25725184,130478133248,71.218,8.531,0.995,0.101,true
5073,36,25735329,130555324017,71.225,8.532,0.623,-0.782,false
5074,33,25745476,130632545224,71.232,8.532,-0.322,-0.947,true
5075,15,25755625,130709796875,71.239,8.532,-0.971,-0.241,false
5076,54,25765776,130787078976,71.246,8.532,-0.727,0.687,true
5077,58,25775929,130864391533,71.253,8.532,0.185,0.983,false
5078,55,25786084,130941734552,71.260,8.533,0.927,0.375,true
5079,33,25796241,131019108039,71.267,8.533,0.816,-0.577,false
5080,62,25806400,131096512000,71.274,8.533,-0.045,-0.999,true
5081,96,25816561,131173946441,71.281,8.533,-0.865,-0.502,false
5082,61,25826724,131251411368,71.288,8.533,-0.890,0.456,true
5083,42,25836889,131328906787,71.295,8.534,-0.097,0.995,false
5084,97,25847056,131406432704,71.302,8.534,0.785,0.619,true
5085,67,25857225,131483989125,71.309,8.534,0.945,-0.326,false
5086,57,25867396,131561576056,71.316,8.534,0.236,-0.972,true
5087,99,25877569,131639193503,71.323,8.534,-0.690,-0.724,false
5088,4,25887744,131716841472,71.330,8.535,-0.982,0.190,true
5089,2,25897921,131794519969,71.337,8.535,-0.371,0.929,false
5090,16,25908100,131872229000,71.344,8.535,0.581,0.814,true
5091,61,25918281,131949968571,71.351,8.535,0.999,-0.049,false
5092,37,25928464,132027738688,71.358,8.535,0.498,-0.867,true
5093,67,25938649,132105539357,71.365,8.536,-0.460,-0.888,false
5094,33,25948836,132183370584,71.372,8.536,-0.996,-0.092,true
5095,69,25959025,132261232375,71.379,8.536,-0.616,0.788,false
5096,93,25969216,132339124736,71.386,8.536,0.330,0.944,true
5097,100,25979409,132417047673,71.393,8.536,0.973,0.232,false
5098,2,25989604,132495001192,71.400,8.537,0.721,-0.693,true
5099,100,25999801,132572985299,71.407,8.537,-0.194,-0.981,false
5100,43,26010000,132651000000,71.414,8.537,-0.930,-0.367,true
5101,59,26020201,132729045301,71.421,8.537,-0.811,0.585,false
5102,85,26030404,132807121208,71.428,8.537,0.054,0.999,true
5103,66,26040609,132885227727,71.435,8.538,0.869,0.495,false
5104,88,26050816,132963364864,71.442,8.538,0.886,-0.464,true
5105,51,26061025,133041532625,71.449,8.538,0.088,-0.996,false
5106,64,26071236,133119731016,71.456,8.538,-0.791,-0.612,true
5107,59,26081449,133197960043,71.463,8.538,-0.942,0.335,false
5108,42,26091664,133276219712,71.470,8.539,-0.228,0.974,true
5109,17,26101881,133354510029,71.477,8.539,0.696,0.718,false
5110,27,26112100,133432831000,71.484,8.539,0.980,-0.198,true
5111,71,26122321,133511182631,71.491,8.539,0.363,-0.932,false
5112,56,26132544,133589564928,71.498,8.539,-0.588,-0.809,true
5113,66,26142769,133667977897,71.505,8.540,-0.998,0.058,false
5114,42,26152996,133746421544,71.512,8.540,-0.491,0.871,true
5115,42,26163225,133824895875,71.519,8.540,0.468,0.884,false
5116,74,26173456,133903400896,71.526,8.540,0.997,0.084,true
5117,45,26183689,133981936613,71.533,8.540,0.609,-0.793,false
5118,37,26193924,134060503032,71.540,8.541,-0.339,-0.941,true
5119,69,26204161,134139100159,71.547,8.541,-0.975,-0.223,false
5120,65,26214400,134217728000,71.554,8.541,-0.715,0.700,true
5121,93,26224641,134296386561,71.561,8.541,0.203,0.979,false
5122,18,26234884,134375075848,71.568,8.541,0.933,0.359,true
5123,78,26245129,134453795867,71.575,8.541,0.806,-0.592,false
5124,63,26255376,134532546624,71.582,8.542,-0.062,-0.998,true
5125,17,26265625,134611328125,71.589,8.542,-0.874,-0.487,false
5126,49,26275876,134690140376,71.596,8.542,-0.882,0.472,true
5127,87,26286129,134768983383,71.603,8.542,-0.079,0.997,false
5128,46,26296384,134847857152,71.610,8.542,0.796,0.605,true
5129,66,26306641,134926761689,71.617,8.543,0.939,-0.343,false
5130,78,26316900,135005697000,71.624,8.543,0.219,-0.976,true
5131,28,26327161,135084663091,71.631,8.543,-0.703,-0.711,false
5132,79,26337424,135163659968,71.638,8.543,-0.978,0.207,true
5133,30,26347689,135242687637,71.645,8.543,-0.355,0.935,false
5134,73,26357956,135321746104,71.652,8.544,0.595,0.804,true
5135,81,26368225,135400835375,71.659,8.544,0.998,-0.067,false
5136,92,26378496,135479955456,71.666,8.544,0.483,-0.876,true
5137,91,26388769,135559106353,71.673,8.544,-0.476,-0.879,false
5138,31,26399044,135638288072,71.680,8.544,-0.997,-0.075,true
5139,6,26409321,135717500619,71.687,8.545,-0.602,0.799,false
5140,18,26419600,135796744000,71.694,8.545,0.347,0.938,true
5141,91,26429881,135876018221,71.701,8.545,0.977,0.215,false
5142,87,26440164,135955323288,71.708,8.545,0.708,-0.706,true
5143,57,26450449,136034659207,71.715,8.545,-0.211,-0.977,false
5144,80,26460736,136114025984,71.722,8.546,-0.937,-0.350,true
5145,72,26471025,136193423625,71.729,8.546,-0.801,0.599,false
5146,89,26481316,136272852136,71.736,8.546,0.071,0.997,true
5147,46,26491609,136352311523,71.743,8.546,0.878,0.479,false
5148,77,26501904,136431801792,71.750,8.546,0.877,-0.480,true
5149,96,26512201,136511322949,71.757,8.547,0.070,-0.998,false
5150,65,26522500,136590875000,71.764,8.547,-0.801,-0.598,true
5151,18,26532801,136670457951,71.770,8.547,-0.936,0.351,false
5152,63,26543104,136750071808,71.777,8.547,-0.210,0.978,true
5153,55,26553409,136829716577,71.784,8.547,0.709,0.705,false
5154,25,26563716,136909392264,71.791,8.548,0.976,-0.216,true
5155,12,26574025,136989098875,71.798,8.548,0.346,-0.938,false
5156,38,26584336,137068836416,71.805,8.548,-0.602,-0.798,true
5157,11,26594649,137148604893,71.812,8.548,-0.997,0.076,false
5158,89,26604964,137228404312,71.819,8.548,-0.475,0.880,true
5159,36,26615281,137308234679,71.826,8.548,0.484,0.875,false
5160,56,26625600,137388096000,71.833,8.549,0.998,0.066,true
5161,100,26635921,137467988281,71.840,8.549,0.595,-0.804,false
5162,38,26646244,137547911528,71.847,8.549,-0.355,-0.935,true
5163,95,26656569,137627865747,71.854,8.549,-0.979,-0.206,false
5164,60,26666896,137707850944,71.861,8.549,-0.702,0.712,true
5165,62,26677225,137787867125,71.868,8.550,0.220,0.976,false
5166,79,26687556,137867914296,71.875,8.550,0.940,0.342,true
5167,81,26697889,137947992463,71.882,8.550,0.796,-0.606,false
5168,22,26708224,138028101632,71.889,8.550,-0.080,-0.997,true
5169,12,26718561,138108241809,71.896,8.550,-0.882,-0.471,false
5170,39,26728900,138188413000,71.903,8.551,-0.873,0.488,true
5171,32,26739241,138268615211,71.910,8.551,-0.061,0.998,false
5172,71,26749584,138348848448,71.917,8.551,0.807,0.591,true
5173,50,26759929,138429112717,71.924,8.551,0.933,-0.359,false
5174,56,26770276,138509408024,71.931,8.551,0.202,-0.979,true
5175,2,26780625,138589734375,71.937,8.552,-0.715,-0.699,false
5176,60,26790976,138670091776,71.944,8.552,-0.975,0.224,true
5177,50,26801329,138750480233,71.951,8.552,-0.338,0.941,false
5178,15,26811684,138830899752,71.958,8.552,0.609,0.793,true
5179,2,26822041,138911350339,71.965,8.552,0.996,-0.084,false
5180,80,26832400,138991832000,71.972,8.553,0.467,-0.884,true
5181,24,26842761,139072344741,71.979,8.553,-0.491,-0.871,false
5182,52,26853124,139152888568,71.986,8.553,-0.998,-0.057,true
5183,91,26863489,139233463487,71.993,8.553,-0.587,0.809,false
5184,95,26873856,139314069504,72.000,8.553,0.364,0.932,true
5185,37,26884225,139394706625,72.007,8.554,0.980,0.197,false
5186,18,26894596,139475374856,72.014,8.554,0.696,-0.718,true
5187,22,26904969,139556074203,72.021,8.554,-0.228,-0.974,false
5188,59,26915344,139636804672,72.028,8.554,-0.943,-0.334,true
5189,16,26925721,139717566269,72.035,8.554,-0.790,0.613,false
5190,8,26936100,139798359000,72.042,8.554,0.089,0.996,true
5191,70,26946481,139879182871,72.049,8.555,0.886,0.463,false
5192,84,26956864,139960037888,72.056,8.555,0.869,-0.495,true
5193,49,26967249,140040924057,72.062,8.555,0.053,-0.999,false
5194,13,26977636,140121841384,72.069,8.555,-0.812,-0.584,true
5195,9,26988025,140202789875,72.076,8.555,-0.930,0.368,false
5196,75,26998416,140283769536,72.083,8.556,-0.193,0.981,true
5197,24,27008809,140364780373,72.090,8.556,0.721,0.693,false
5198,63,27019204,140445822392,72.097,8.556,0.973,-0.233,true
5199,88,27029601,140526895599,72.104,8.556,0.330,-0.944,false
5200,47,27040000,140608000000,72.111,8.556,-0.616,-0.787,true
5201,1,27050401,140689135601,72.118,8.557,-0.996,0.093,false
5202,42,27060804,140770302408,72.125,8.557,-0.460,0.888,true
5203,36,27071209,140851500427,72.132,8.557,0.499,0.867,false
5204,85,27081616,140932729664,72.139,8.557,0.999,0.048,true
5205,61,27092025,141013990125,72.146,8.557,0.580,-0.814,false
5206,53,27102436,141095281816,72.153,8.558,-0.372,-0.928,true
5207,75,27112849,141176604743,72.160,8.558,-0.982,-0.189,false
5208,78,27123264,141257958912,72.166,8.558,-0.689,0.724,true
5209,72,27133681,141339344329,72.173,8.558,0.237,0.971,false
5210,43,27144100,141420761000,72.180,8.558,0.946,0.325,true
5211,93,27154521,141502208931,72.187,8.559,0.785,-0.620,false
5212,96,27164944,141583688128,72.194,8.559,-0.098,-0.995,true
5213,21,27175369,141665198597,72.201,8.559,-0.890,-0.456,false
5214,13,27185796,141746740344,72.208,8.559,-0.864,0.503,true
5215,26,27196225,141828313375,72.215,8.559,-0.044,0.999,false
5216,50,27206656,141909917696,72.222,8.559,0.817,0.577,true
5217,1,27217089,141991553313,72.229,8.560,0.927,-0.376,false
5218,58,27227524,142073220232,72.236,8.560,0.184,-0.983,true
5219,24,27237961,142154918459,72.243,8.560,-0.727,-0.686,false
5220,7,27248400,142236648000,72.250,8.560,-0.970,0.241,true
5221,39,27258841,142318408861,72.256,8.560,-0.321,0.947,false
5222,73,27269284,142400201048,72.263,8.561,0.623,0.782,true
5223,94,27279729,142482024567,72.270,8.561,0.995,-0.102,false
5224,4,27290176,142563879424,72.277,8.561,0.452,-0.892,true
5225,38,27300625,142645765625,72.284,8.561,-0.507,-0.862,false
5226,53,27311076,142727683176,72.291,8.561,-0.999,-0.039,true
5227,82,27321529,142809632083,72.298,8.562,-0.573,0.820,false
5228,96,27331984,142891612352,72.305,8.562,0.380,0.925,true
5229,82,27342441,142973623989,72.312,8.562,0.984,0.180,false
5230,65,27352900,143055667000,72.319,8.562,0.683,-0.730,true
5231,45,27363361,143137741391,72.326,8.562,-0.246,-0.969,false
5232,73,27373824,143219847168,72.333,8.563,-0.948,-0.317,true
5233,73,27384289,143301984337,72.339,8.563,-0.779,0.627,false
5234,32,27394756,143384152904,72.346,8.563,0.106,0.994,true
5235,99,27405225,143466352875,72.353,8.563,0.894,0.448,false
5236,94,27415696,143548584256,72.360,8.563,0.860,-0.511,true
5237,80,27426169,143630847053,72.367,8.564,0.035,-0.999,false
5238,75,27436644,143713141272,72.374,8.564,-0.822,-0.569,true
5239,60,27447121,143795466919,72.381,8.564,-0.923,0.384,false
5240,60,27457600,143877824000,72.388,8.564,-0.176,0.984,true
5241,92,27468081,143960212521,72.395,8.564,0.733,0.680,false
5242,81,27478564,144042632488,72.402,8.564,0.968,-0.250,true
5243,59,27489049,144125083907,72.409,8.565,0.313,-0.950,false
5244,39,27499536,144207566784,72.415,8.565,-0.630,-0.776,true
5245,36,27510025,144290081125,72.422,8.565,-0.994,0.111,false
5246,89,27520516,144372626936,72.429,8.565,-0.444,0.896,true
5247,43,27531009,144455204223,72.436,8.565,0.514,0.858,false
5248,31,27541504,144537812992,72.443,8.566,1.000,0.031,true
5249,64,27552001,144620453249,72.450,8.566,0.566,-0.825,false
5250,39,27562500,144703125000,72.457,8.566,-0.388,-0.922,true
5251,69,27573001,144785828251,72.464,8.566,-0.985,-0.171,false
5252,27,27583504,144868563008,72.471,8.566,-0.676,0.736,true
5253,75,27594009,144951329277,72.478,8.567,0.254,0.967,false
5254,13,27604516,145034127064,72.484,8.567,0.951,0.309,true
5255,89,27615025,145116956375,72.491,8.567,0.774,-0.634,false
5256,48,27625536,145199817216,72.498,8.567,-0.115,-0.993,true
5257,16,27636049,145282709593,72.505,8.567,-0.898,-0.440,false
5258,54,27646564,145365633512,72.512,8.568,-0.855,0.518,true
5259,69,27657081,145448588979,72.519,8.568,-0.026,1.000,false
5260,49,27667600,145531576000,72.526,8.568,0.827,0.562,true
5261,15,27678121,145614594581,72.533,8.568,0.920,-0.392,false
5262,61,27688644,145697644728,72.540,8.568,0.167,-0.986,true
5263,36,27699169,145780726447,72.547,8.568,-0.739,-0.673,false
5264,20,27709696,145863839744,72.553,8.569,-0.966,0.259,true
5265,72,27720225,145946984625,72.560,8.569,-0.304,0.953,false
5266,72,27730756,146030161096,72.567,8.569,0.637,0.771,true
5267,32,27741289,146113369163,72.574,8.569,0.993,-0.120,false
5268,87,27751824,146196608832,72.581,8.569,0.436,-0.900,true
5269,23,27762361,146279880109,72.588,8.570,-0.522,-0.853,false
5270,74,27772900,146363183000,72.595,8.570,-1.000,-0.022,true
5271,60,27783441,146446517511,72.602,8.570,-0.558,0.830,false
5272,11,27793984,146529883648,72.609,8.570,0.396,0.918,true
5273,1,27804529,146613281417,72.615,8.570,0.987,0.163,false
5274,97,27815076,146696710824,72.622,8.571,0.670,-0.742,true
5275,86,27825625,146780171875,72.629,8.571,-0.263,-0.965,false
5276,91,27836176,146863664576,72.636,8.571,-0.954,-0.300,true
5277,25,27846729,146947188933,72.643,8.571,-0.768,0.640,false
5278,67,27857284,147030744952,72.650,8.571,0.124,0.992,true
5279,72,27867841,147114332639,72.657,8.571,0.902,0.432,false
5280,82,27878400,147197952000,72.664,8.572,0.851,-0.526,true
5281,58,27888961,147281603041,72.670,8.572,0.017,-1.000,false
5282,83,27899524,147365285768,72.677,8.572,-0.832,-0.555,true
5283,48,27910089,147449000187,72.684,8.572,-0.916,0.400,false
5284,65,27920656,147532746304,72.691,8.572,-0.158,0.987,true
5285,20,27931225,147616524125,72.698,8.573,0.745,0.667,false
5286,11,27941796,147700333656,72.705,8.573,0.964,-0.267,true
5287,55,27952369,147784174903,72.712,8.573,0.296,-0.955,false
5288,62,27962944,147868047872,72.719,8.573,-0.644,-0.765,true
5289,88,27973521,147951952569,72.726,8.573,-0.992,0.128,false
5290,18,27984100,148035889000,72.732,8.574,-0.428,0.904,true
5291,3,27994681,148119857171,72.739,8.574,0.529,0.848,false
5292,64,28005264,148203857088,72.746,8.574,1.000,0.013,true
5293,51,28015849,148287888757,72.753,8.574,0.551,-0.834,false
5294,86,28026436,148371952184,72.760,8.574,-0.404,-0.915,true
5295,85,28037025,148456047375,72.767,8.575,-0.988,-0.154,false
5296,33,28047616,148540174336,72.774,8.575,-0.663,0.748,true
5297,48,28058209,148624333073,72.780,8.575,0.271,0.962,false
5298,35,28068804,148708523592,72.787,8.575,0.957,0.292,true
5299,47,28079401,148792745899,72.794,8.575,0.762,-0.647,false
5300,92,28090000,148877000000,72.801,8.575,-0.133,-0.991,true
5301,9,28100601,148961285901,72.808,8.576,-0.906,-0.424,false
5302,75,28111204,149045603608,72.815,8.576,-0.846,0.533,true
5303,62,28121809,149129953127,72.822,8.576,-0.008,1.000,false
5304,92,28132416,149214334464,72.829,8.576,0.837,0.547,true
5305,63,28143025,149298747625,72.835,8.576,0.913,-0.408,false
5306,10,28153636,149383192616,72.842,8.577,0.149,-0.989,true
5307,37,28164249,149467669443,72.849,8.577,-0.751,-0.660,false
5308,97,28174864,149552178112,72.856,8.577,-0.961,0.276,true
5309,50,28185481,149636718629,72.863,8.577,-0.287,0.958,false
5310,69,28196100,149721291000,72.870,8.577,0.651,0.759,true
5311,54,28206721,149805895231,72.877,8.578,0.991,-0.137,false
5312,57,28217344,149890531328,72.883,8.578,0.420,-0.908,true
5313,56,28227969,149975199297,72.890,8.578,-0.537,-0.844,false
5314,62,28238596,150059899144,72.897,8.578,-1.000,-0.004,true
5315,53,28249225,150144630875,72.904,8.578,-0.544,0.839,false
5316,13,28259856,150229394496,72.911,8.578,0.413,0.911,true
5317,18,28270489,150314190013,72.918,8.579,0.989,0.145,false
5318,90,28281124,150399017432,72.925,8.579,0.657,-0.754,true
5319,55,28291761,150483876759,72.931,8.579,-0.280,-0.960,false
5320,91,28302400,150568768000,72.938,8.579,-0.959,-0.283,true
5321,73,28313041,150653691161,72.945,8.579,-0.757,0.654,false
5322,72,28323684,150738646248,72.952,8.580,0.142,0.990,true
5323,23,28334329,150823633267,72.959,8.580,0.909,0.416,false
5324,24,28344976,150908652224,72.966,8.580,0.841,-0.541,true
5325,58,28355625,150993703125,72.973,8.580,-0.000,-1.000,false
5326,45,28366276,151078785976,72.979,8.580,-0.842,-0.540,true
5327,36,28376929,151163900783,72.986,8.581,-0.909,0.417,false
5328,79,28387584,151249047552,72.993,8.581,-0.141,0.990,true
5329,74,28398241,151334226289,73.000,8.581,0.757,0.653,false
5330,92,28408900,151419437000,73.007,8.581,0.959,-0.284,true
5331,20,28419561,151504679691,73.014,8.581,0.279,-0.960,false
5332,73,28430224,151589954368,73.021,8.581,-0.657,-0.754,true
5333,95,28440889,151675261037,73.027,8.582,-0.989,0.146,false
5334,85,28451556,151760599704,73.034,8.582,-0.412,0.911,true
5335,39,28462225,151845970375,73.041,8.582,0.544,0.839,false
5336,36,28472896,151931373056,73.048,8.582,1.000,-0.005,true
5337,30,28483569,152016807753,73.055,8.582,0.536,-0.844,false
5338,95,28494244,152102274472,73.062,8.583,-0.421,-0.907,true
5339,87,28504921,152187773219,73.068,8.583,-0.991,-0.136,false
5340,78,28515600,152273304000,73.075,8.583,-0.650,0.760,true
5341,22,28526281,152358866821,73.082,8.583,0.288,0.958,false
5342,83,28536964,152444461688,73.089,8.583,0.962,0.275,true
5343,57,28547649,152530088607,73.096,8.584,0.751,-0.661,false
5344,33,28558336,152615747584,73.103,8.584,-0.150,-0.989,true
5345,99,28569025,152701438625,73.110,8.584,-0.913,-0.408,false
5346,28,28579716,152787161736,73.116,8.584,-0.836,0.548,true
5347,9,28590409,152872916923,73.123,8.584,0.009,1.000,false
5348,69,28601104,152958704192,73.130,8.584,0.846,0.532,true
5349,2,28611801,153044523549,73.137,8.585,0.905,-0.425,false
5350,29,28622500,153130375000,73.144,8.585,0.132,-0.991,true
5351,61,28633201,153216258551,73.151,8.585,-0.763,-0.647,false
5352,99,28643904,153302174208,73.157,8.585,-0.956,0.293,true
5353,92,28654609,153388121977,73.164,8.585,-0.270,0.963,false
5354,39,28665316,153474101864,73.171,8.586,0.664,0.748,true
5355,29,28676025,153560113875,73.178,8.586,0.988,-0.155,false
5356,10,28686736,153646158016,73.185,8.586,0.404,-0.915,true
5357,66,28697449,153732234293,73.192,8.586,-0.552,-0.834,false
5358,69,28708164,153818342712,73.198,8.586,-1.000,0.014,true
5359,64,28718881,153904483279,73.205,8.587,-0.529,0.849,false
5360,21,28729600,153990656000,73.212,8.587,0.429,0.903,true
5361,99,28740321,154076860881,73.219,8.587,0.992,0.128,false
5362,78,28751044,154163097928,73.226,8.587,0.643,-0.766,true
5363,12,28761769,154249367147,73.233,8.587,-0.297,-0.955,false
5364,95,28772496,154335668544,73.239,8.587,-0.964,-0.266,true
5365,3,28783225,154422002125,73.246,8.588,-0.745,0.667,false
5366,94,28793956,154508367896,73.253,8.588,0.159,0.987,true
5367,43,28804689,154594765863,73.260,8.588,0.917,0.400,false
5368,82,28815424,154681196032,73.267,8.588,0.832,-0.555,true
5369,54,28826161,154767658409,73.273,8.588,-0.018,-1.000,false
5370,12,28836900,154854153000,73.280,8.589,-0.851,-0.525,true
5371,39,28847641,154940679811,73.287,8.589,-0.902,0.433,false
5372,56,28858384,155027238848,73.294,8.589,-0.123,0.992,true
5373,21,28869129,155113830117,73.301,8.589,0.769,0.640,false
5374,25,28879876,155200453624,73.308,8.589,0.954,-0.301,true
5375,87,28890625,155287109375,73.314,8.590,0.262,-0.965,false
5376,8,28901376,155373797376,73.321,8.590,-0.671,-0.742,true
5377,64,28912129,155460517633,73.328,8.590,-0.987,0.163,false
5378,54,28922884,155547270152,73.335,8.590,-0.396,0.918,true
5379,87,28933641,155634054939,73.342,8.590,0.559,0.829,false
5380,41,28944400,155720872000,73.348,8.590,1.000,-0.023,true
5381,52,28955161,155807721341,73.355,8.591,0.521,-0.853,false
5382,66,28965924,155894602968,73.362,8.591,-0.437,-0.900,true
5383,85,28976689,155981516887,73.369,8.591,-0.993,-0.119,false
5384,23,28987456,156068463104,73.376,8.591,-0.636,0.771,true
5385,28,28998225,156155441625,73.383,8.591,0.305,0.952,false
5386,57,29008996,156242452456,73.389,8.592,0.966,0.258,true
5387,63,29019769,156329495603,73.396,8.592,0.739,-0.674,false
5388,24,29030544,156416571072,73.403,8.592,-0.168,-0.986,true
5389,63,29041321,156503678869,73.410,8.592,-0.920,-0.391,false
5390,98,29052100,156590819000,73.417,8.592,-0.827,0.563,true
5391,23,29062881,156677991471,73.423,8.592,0.027,1.000,false
5392,71,29073664,156765196288,73.430,8.593,0.856,0.517,true
5393,68,29084449,156852433457,73.437,8.593,0.898,-0.441,false
5394,74,29095236,156939702984,73.444,8.593,0.114,-0.993,true
5395,42,29106025,157027004875,73.451,8.593,-0.774,-0.633,false
5396,15,29116816,157114339136,73.457,8.593,-0.951,0.309,true
5397,2,29127609,157201705773,73.464,8.594,-0.253,0.967,false
5398,44,29138404,157289104792,73.471,8.594,0.677,0.736,true
5399,2,29149201,157376536199,73.478,8.594,0.985,-0.172,false
5400,64,29160000,157464000000,73.485,8.594,0.387,-0.922,true
5401,17,29170801,157551496201,73.491,8.594,-0.566,-0.824,false
5402,69,29181604,157639024808,73.498,8.595,-1.000,0.031,true
5403,92,29192409,157726585827,73.505,8.595,-0.514,0.858,false
5404,87,29203216,157814179264,73.512,8.595,0.445,0.896,true
5405,52,29214025,157901805125,73.519,8.595,0.994,0.110,false
5406,98,29224836,157989463416,73.526,8.595,0.630,-0.777,true
5407,40,29235649,158077154143,73.532,8.595,-0.314,-0.950,false
5408,100,29246464,158164877312,73.539,8.596,-0.968,-0.249,true
5409,14,29257281,158252632929,73.546,8.596,-0.733,0.680,false
5410,59,29268100,158340421000,73.553,8.596,0.177,0.984,true
5411,77,29278921,158428241531,73.559,8.596,0.924,0.383,false
5412,77,29289744,158516094528,73.566,8.596,0.822,-0.570,true
5413,73,29300569,158603979997,73.573,8.597,-0.036,-0.999,false
5414,51,29311396,158691897944,73.580,8.597,-0.860,-0.510,true
5415,42,29322225,158779848375,73.587,8.597,-0.894,0.448,false
5416,51,29333056,158867831296,73.593,8.597,-0.106,0.994,true
5417,84,29343889,158955846713,73.600,8.597,0.780,0.626,false
5418,56,29354724,159043894632,73.607,8.597,0.948,-0.318,true
5419,21,29365561,159131975059,73.614,8.598,0.245,-0.970,false
5420,43,29376400,159220088000,73.621,8.598,-0.684,-0.730,true
