Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
0.8,66.5,35,103,290,69,1,839,0,18,2,51
4.2,48.6,77,154,249,57,35,482,11,55,3,66
7.6,58.4,108,208,349,59,67,657,55,66,4,62
10.9,42.9,65,174,336,54,79,611,105,85,7,55
8.3,75.0,119,119,485,62,56,725,58,70,4,52
2.4,42.5,74,8,212,68,24,365,1,36,2,74
1.0,47.1,0,9,304,66,4,498,0,0,1,59
14.7,83.9,150,416,662,53,97,1223,133,150,10,54
17.9,85.4,223,440,784,17,120,1121,159,122,10,37
5.5,33.0,29,78,245,67,43,278,73,118,4,59
39.9,35.5,441,1016,700,5,317,1312,308,516,10,52
21.5,32.2,175,468,506,48,181,862,158,308,10,61
24.2,51.3,291,680,702,30,178,1006,204,264,10,50
2.9,76.0,13,28,454,75,13,1001,46,0,2,46
11.3,77.3,101,189,491,32,57,854,116,73,6,49
30.7,77.2,263,823,798,0,170,1276,258,298,10,40
32.4,38.9,296,883,621,34,269,1136,264,392,10,52
33.1,43.7,312,773,777,42,242,1102,256,407,10,52
32.2,62.0,327,815,807,8,234,1383,267,325,10,47
34.5,42.8,316,816,648,11,286,1063,303,390,10,40
28.3,58.4,313,637,659,18,193,1197,248,295,10,45
21.1,87.8,241,482,817,34,100,1293,166,133,10,42
10.0,48.4,106,214,302,74,74,870,76,87,7,53
23.0,69.9,231,617,686,18,134,1275,167,183,10,42
27.2,33.0,229,716,589,52,218,679,207,360,10,51
25.2,63.3,222,564,611,20,153,1172,207,294,10,57
28.7,31.7,320,655,619,38,231,829,223,367,10,59
22.2,51.6,257,512,686,21,175,898,203,228,10,63
40.0,63.2,416,1031,979,27,259,1322,324,401,10,40
32.2,45.5,363,825,684,26,237,1109,284,383,10,56
31.2,51.7,358,864,775,17,232,984,264,366,10,57
9.0,63.8,133,322,460,37,55,864,50,65,7,58
29.0,54.4,263,738,637,38,199,1006,212,320,10,51
29.2,77.5,270,738,833,4,177,1460,223,259,10,49
19.4,86.2,218,500,699,40,124,1185,126,200,9,40
31.2,80.0,300,703,907,14,196,1458,267,254,10,42
26.8,82.6,282,603,779,38,151,1394,218,188,10,46
38.9,63.5,368,890,950,0,261,1526,297,431,10,35
38.4,42.4,357,965,887,10,312,1194,285,502,10,51
20.8,31.8,179,511,566,42,163,679,138,285,10,56
0.8,55.5,16,15,224,51,0,584,26,13,1,63
31.1,68.2,265,839,756,27,209,1344,224,285,10,44
31.2,76.1,304,828,839,25,207,1444,222,267,10,46
26.1,88.3,218,751,758,5,160,1225,212,210,10,44
16.0,49.9,110,460,480,42,140,969,110,221,10,59
17.5,43.2,160,342,492,54,122,860,119,234,10,66
37.4,58.8,369,929,817,8,279,1473,314,354,10,50
0.9,61.2,0,63,224,69,13,488,0,59,1,65
23.8,62.5,281,654,724,34,148,1145,172,219,10,58
28.0,75.5,308,599,764,9,165,1311,200,217,10,50
35.8,89.7,339,919,917,0,211,1706,304,289,10,38
10.5,43.9,70,276,281,57,84,755,95,82,9,52
33.4,75.3,354,796,896,8,222,1373,240,283,10,48
5.4,40.5,46,171,329,84,63,573,48,43,6,66
4.5,71.0,7,167,336,58,17,602,64,33,4,58
8.8,65.2,43,271,536,73,51,981,50,63,4,66
13.3,53.5,140,291,565,46,107,831,87,159,10,67
4.2,65.6,2,177,449,63,27,627,6,6,2,64
17.1,30.5,149,507,427,58,145,829,131,226,10,55
4.7,79.2,17,50,437,54,15,831,20,64,4,55
7.1,61.7,85,162,340,65,38,617,84,102,6,49
22.8,30.1,211,657,471,65,175,793,199,321,10,63
12.3,73.3,93,403,482,34,61,807,105,160,9,61
27.4,58.7,311,775,751,15,182,1227,232,312,10,57
23.9,76.9,223,590,760,42,144,1367,203,220,10,40
28.0,47.9,313,683,695,20,204,1032,221,298,10,57
24.1,89.0,222,545,883,16,125,1318,222,201,10,35
38.0,50.7,337,1039,910,33,268,1421,312,378,10,47
33.5,64.9,318,787,746,17,210,1139,285,316,10,40
39.3,41.1,409,972,869,13,292,1232,298,422,10,51
11.4,33.4,159,289,326,59,89,530,63,94,8,54
29.4,34.6,320,691,524,22,263,1133,248,387,10,64
14.1,31.8,120,264,300,46,104,712,140,157,10,70
27.3,47.5,272,660,568,29,214,1040,231,325,10,47
32.5,43.6,356,854,752,44,234,1253,236,398,10,48
12.8,52.1,116,314,425,69,78,919,104,135,8,60
8.8,64.3,116,175,493,54,65,936,86,117,4,51
31.8,83.3,323,821,940,2,173,1429,284,264,10,32
36.9,42.2,365,1012,708,18,285,1141,271,414,10,50
26.6,54.5,285,590,660,28,176,1273,216,272,10,47
16.4,69.9,142,414,546,45,100,1155,146,153,10,58
2.4,73.6,0,38,351,79,27,927,0,15,1,66
16.5,65.8,197,387,554,36,111,1136,141,174,10,44
30.3,58.7,337,784,711,24,202,1333,236,297,10,41
31.3,89.2,271,711,973,0,168,1492,248,293,10,38
25.2,71.7,265,718,756,8,175,1231,204,213,10,53
25.1,83.7,288,702,730,7,145,1183,219,264,10,47
32.9,89.6,358,793,868,21,166,1623,293,273,10,33
18.4,83.9,218,437,766,42,125,1028,160,126,9,38
18.5,54.3,180,508,570,30,133,1093,159,248,10,55
35.3,64.1,397,871,908,22,246,1393,266,409,10,52
12.0,88.9,115,319,539,19,56,1028,113,64,5,41
36.3,73.1,384,955,871,0,241,1574,319,360,10,42
10.1,45.9,150,340,315,81,78,595,80,116,7,53
16.0,55.1,206,332,470,58,106,681,105,216,10,54
17.9,74.8,190,351,715,31,117,1188,122,177,10,43
1.2,43.4,57,2,191,87,1,471,39,19,3,75
26.9,89.6,239,585,835,34,149,1552,219,243,10,43
21.0,51.8,182,431,504,27,148,1022,162,228,10,62
21.3,33.3,253,631,433,43,165,595,171,288,10,67
30.3,75.0,337,732,750,0,205,1269,234,271,10,45
36.2,44.5,326,981,785,28,266,1197,315,446,10,49
30.5,32.8,315,815,593,58,242,799,238,370,10,59
26.2,47.8,263,612,621,35,215,1190,189,286,10,58
35.0,80.9,321,837,979,10,205,1556,273,292,10,40
6.5,81.5,34,230,515,58,42,851,22,68,6,45
19.3,88.4,226,513,826,37,102,1173,175,145,10,41
13.6,54.4,106,380,403,47,95,640,90,100,10,66
3.2,62.0,67,122,400,78,19,734,18,41,4,54
23.9,76.2,215,624,823,19,146,1150,176,195,10,36
37.6,58.5,391,891,783,5,272,1482,288,425,10,41
24.3,67.5,254,534,688,20,150,1032,207,193,10,40
15.8,67.7,128,335,656,48,92,911,143,108,10,53
0.8,82.5,0,0,340,48,3,930,28,0,1,62
30.8,64.4,298,693,875,28,223,1078,253,331,10,52
35.7,76.2,352,837,903,0,208,1424,264,311,10,32
18.6,38.2,180,456,526,54,144,647,123,259,10,55
32.8,74.8,365,795,773,13,195,1520,263,311,10,50
14.3,75.6,131,358,682,35,72,1098,97,93,8,46
25.8,58.8,266,644,584,14,201,1005,210,258,10,43
22.0,33.8,216,560,419,51,191,865,188,268,10,67
20.1,62.9,189,544,586,41,135,1141,171,227,10,43
1.7,43.2,15,117,239,64,33,627,0,0,1,75
17.3,49.7,125,492,430,64,138,668,130,239,10,62
16.3,55.1,132,384,576,30,105,1009,151,162,10,59
32.3,85.9,326,879,855,15,169,1603,239,322,10,45
14.0,55.3,175,389,559,57,87,986,140,178,10,52
4.3,83.3,69,27,569,45,41,777,62,38,2,47
22.5,68.2,219,563,693,15,152,1233,183,240,10,44
2.8,38.2,5,55,200,67,3,280,51,0,4,65
23.7,87.9,257,589,817,18,134,1220,173,172,10,43
27.5,44.2,273,608,565,39,212,933,211,361,10,45
35.1,42.0,360,874,716,39,273,1170,264,390,10,40
24.2,74.5,227,532,745,39,171,1321,169,209,10,50
21.6,63.7,242,634,656,40,145,1094,146,257,10,47
31.0,74.8,303,776,793,22,210,1374,240,331,10,48
3.5,51.3,64,105,406,62,34,782,11,3,2,69
1.6,53.6,0,0,360,89,0,423,0,45,1,70
3.9,44.1,66,113,225,84,13,330,42,1,3,74
8.0,89.2,73,279,483,33,47,1219,50,45,5,47
28.3,53.9,256,696,683,39,209,1174,227,349,10,54
7.3,70.8,114,206,384,44,53,683,82,65,6,53
31.5,68.2,273,802,832,12,205,1233,274,309,10,42
7.5,39.0,47,106,267,85,42,681,30,80,5,74
22.6,45.1,238,480,556,61,167,769,166,273,10,63
2.2,69.7,31,94,437,44,27,737,0,43,3,58
6.4,56.8,50,146,310,59,59,596,57,72,6,66
12.6,46.9,141,408,512,68,100,749,100,136,10,53
9.9,75.7,91,316,525,59,53,837,95,132,7,55
12.4,59.2,162,379,432,51,103,789,124,102,10,57
37.0,78.1,376,907,950,0,219,1357,267,335,10,47
1.5,54.1,0,128,311,54,0,617,29,36,1,57
8.1,48.9,42,144,461,83,79,596,71,97,8,54
27.1,48.2,276,773,564,36,220,1010,239,315,10,43
19.6,57.4,157,465,654,42,143,1092,180,240,10,60
21.2,69.6,216,434,616,47,129,971,147,180,10,46
30.2,47.0,325,754,687,50,212,919,246,332,10,49
37.8,76.3,379,848,911,1,239,1718,294,352,10,42
9.4,86.0,71,317,603,25,34,1193,63,33,4,47
10.5,31.0,56,267,391,51,78,432,104,91,10,67
25.0,30.6,227,536,599,44,231,675,178,303,10,63
14.3,34.1,191,376,336,46,131,673,143,146,10,62
34.0,32.6,376,867,637,19,283,997,248,452,10,45
3.1,64.2,43,87,392,49,2,553,19,50,1,66
5.2,89.6,65,114,626,53,41,1186,41,36,3,59
25.6,31.0,301,674,537,52,201,811,208,349,10,56
12.0,61.9,118,324,522,48,71,831,118,92,9,58
6.3,57.0,108,178,395,51,49,654,58,113,6,54
17.4,41.1,157,361,538,52,123,781,157,180,10,55
9.9,62.8,65,174,387,38,56,827,99,143,8,48
29.7,86.7,262,796,805,30,162,1279,248,266,10,38
28.6,35.0,281,648,582,36,232,938,206,315,10,52
39.1,69.4,408,931,916,15,272,1387,330,371,10,44
28.6,86.5,296,809,816,5,170,1382,231,260,10,31
16.5,79.6,140,372,607,27,100,1136,153,128,8,50
14.8,83.0,100,436,547,47,93,1066,134,84,10,57
14.3,41.7,146,387,387,73,116,882,128,207,10,65
29.6,68.0,295,725,879,19,197,1439,251,256,10,43
16.1,49.8,192,386,482,59,131,737,122,143,10,55
39.0,31.3,382,948,767,25,336,1284,341,466,10,60
27.8,55.5,245,771,744,46,213,1250,248,312,10,55
4.5,30.9,13,90,231,93,34,578,21,72,5,76
38.2,72.4,354,956,899,22,229,1427,302,394,10,47
1.9,53.7,30,96,322,65,0,423,3,57,1,63
32.8,87.3,367,818,1012,0,177,1443,250,300,10,40
33.0,65.9,299,856,866,14,233,1316,272,321,10,47
26.2,47.4,277,748,634,21,206,1023,191,254,10,59
22.7,81.7,190,621,709,7,129,1136,169,157,10,40
35.4,77.9,380,918,977,25,216,1378,286,356,10,41
21.8,34.4,170,557,567,34,164,973,187,307,10,56
8.0,54.5,90,178,363,60,39,734,66,112,6,66
27.7,66.9,229,648,724,23,202,1206,235,303,10,54
19.6,56.2,197,556,513,47,133,768,167,222,10,48
18.8,58.2,216,506,562,53,118,1073,139,198,10,63
22.2,62.5,178,580,678,46,145,970,149,229,10,53
28.6,77.5,309,692,741,36,156,1150,213,296,10,49
0.4,83.2,48,43,377,44,21,970,2,0,1,58
22.7,47.7,258,620,673,30,173,976,166,293,10,58
31.8,49.9,305,713,681,37,238,939,269,406,10,51
16.3,35.4,186,486,493,53,114,657,132,239,10,66
3.3,30.6,8,78,225,79,10,176,43,0,5,73
28.0,46.8,257,753,743,44,232,852,231,335,10,55
1.6,86.0,54,0,481,51,26,743,0,0,1,63
15.0,40.3,130,461,487,46,113,578,107,167,10,69
9.9,54.6,105,289,420,54,68,592,84,110,5,54
25.5,35.4,241,646,570,58,223,770,182,266,10,60
2.7,66.7,0,3,319,60,13,745,34,28,3,65
6.0,79.4,48,99,442,31,55,1108,36,18,4,46
6.0,33.9,53,151,185,75,45,286,21,94,7,63
21.8,52.2,246,602,614,22,164,890,160,212,10,58
37.3,84.0,388,951,921,14,198,1504,328,335,10,35
1.7,52.3,0,14,223,76,22,679,0,34,1,56
0.3,61.7,52,92,398,78,0,524,0,38,1,71
1.2,65.7,0,23,255,79,0,873,0,0,1,52
24.6,48.6,216,563,649,44,169,1003,174,232,10,45
26.6,67.1,308,705,694,38,185,1196,214,288,10,45
9.4,63.6,65,275,430,59,65,884,103,104,5,59
5.0,42.6,32,171,345,75,26,396,21,50,4,65
35.2,71.6,394,943,963,28,224,1501,272,327,10,37
27.3,55.7,228,619,763,41,197,952,197,298,10,48
23.2,88.5,248,595,852,39,116,1494,185,155,10,41
16.0,58.8,147,324,568,31,107,839,154,140,10,64
13.8,65.8,99,278,610,64,90,748,109,157,10,59
28.5,59.9,304,765,735,39,189,1181,245,317,10,57
32.1,78.7,320,726,925,13,201,1629,282,324,10,40
14.2,74.3,192,365,567,26,97,937,91,119,8,54
14.0,74.3,151,276,501,43,69,935,126,124,7,41
26.4,58.6,241,588,687,28,191,1225,215,289,10,52
6.3,40.0,31,236,226,76,53,701,35,74,5,71
38.2,60.6,397,872,810,24,259,1463,311,375,10,37
18.4,73.4,142,554,582,33,109,1032,133,145,10,48
35.4,86.1,321,922,917,0,215,1654,269,334,10,45
34.5,31.2,374,932,618,26,282,902,303,436,10,56
8.0,82.7,114,137,616,27,33,991,63,44,5,61
1.4,59.6,0,0,379,62,0,488,18,61,1,58
5.6,67.6,102,194,477,63,49,657,31,38,5,48
19.1,31.6,235,410,379,48,148,624,147,285,10,52
19.9,81.4,192,491,664,39,129,1145,151,140,10,44
18.4,69.4,184,560,609,56,122,950,163,215,10,47
33.4,63.2,292,850,738,1,227,1108,272,344,10,34
22.6,69.6,204,513,624,46,143,1008,172,226,10,49
10.3,64.9,138,204,453,37,59,805,100,63,7,55
10.3,54.9,113,161,372,73,83,905,53,138,9,54
17.7,64.5,157,522,659,42,128,1130,117,189,10,43
39.1,62.7,423,889,853,3,249,1373,325,427,10,34
24.8,30.7,202,636,569,55,200,612,198,311,10,65
15.9,48.8,170,311,428,40,111,945,115,227,10,50
22.5,88.6,271,628,688,36,118,1514,152,192,10,50
4.9,48.5,90,179,304,75,52,700,10,95,2,56
28.7,80.0,324,731,930,7,179,1241,224,287,10,45
11.1,39.3,102,212,463,58,93,569,79,121,7,54
20.9,82.3,231,482,734,29,128,1334,155,228,10,48
20.1,82.0,183,409,630,15,137,1338,159,204,10,42
0.0,49.5,40,51,156,64,9,502,21,48,1,62
34.3,83.4,380,941,899,18,214,1711,255,299,10,31
38.7,36.3,410,900,848,16,319,1024,320,438,10,51
27.4,55.8,226,598,665,34,210,1005,217,279,10,46
21.0,66.3,255,532,652,40,147,1084,158,182,10,55
8.6,48.3,95,283,389,50,66,583,59,90,7,60
14.6,31.5,130,362,401,60,137,790,127,148,10,63
32.7,65.2,281,746,783,0,220,1201,245,379,10,42
3.4,55.6,0,0,331,72,14,763,19,53,2,53
6.9,38.8,87,242,287,56,68,434,79,76,5,66
21.8,51.4,171,562,490,35,165,820,158,258,10,59
39.1,53.3,409,1001,777,26,269,1146,289,459,10,42
17.4,67.8,177,349,616,23,102,902,135,129,10,60
35.8,72.0,361,858,885,12,238,1357,290,310,10,38
22.8,55.7,273,485,703,29,183,1076,159,279,10,59
21.8,35.9,191,542,438,34,198,845,169,277,10,54
9.9,47.8,49,322,435,60,82,514,104,128,7,64
13.9,64.4,130,253,513,61,80,1002,119,98,10,46
7.9,75.6,51,142,443,53,49,948,93,88,4,63
12.8,65.1,128,353,510,41,103,763,90,122,8,58
9.2,50.6,65,203,298,73,67,784,88,118,8,60
38.9,38.4,356,901,687,9,320,1033,287,492,10,58
38.0,45.1,350,868,821,1,281,1100,318,476,10,49
19.2,88.3,171,554,682,43,109,1115,151,168,9,47
22.6,85.5,240,596,854,25,142,1241,170,207,10,38
37.7,42.3,333,891,859,41,281,1249,314,409,10,44
31.6,58.0,328,698,685,7,239,1362,225,309,10,49
22.7,58.0,256,527,544,18,170,857,206,227,10,60
23.7,74.9,194,502,798,42,161,1069,166,232,10,55
9.5,70.1,84,238,415,48,81,842,60,94,6,44
18.7,46.6,150,533,472,47,141,676,152,179,10,52
25.3,41.8,272,537,684,40,220,1111,211,259,10,46
26.2,69.8,285,656,742,6,169,1172,191,210,10,42
29.1,76.8,331,685,763,38,175,1476,243,243,10,46
8.1,45.3,129,229,258,54,47,595,63,98,7,71
13.1,39.3,111,266,415,76,88,736,84,203,10,65
10.7,79.1,88,333,564,48,72,1040,73,50,8,46
30.3,44.4,338,752,584,43,224,921,247,369,10,50
28.0,59.9,325,775,677,41,200,1132,222,315,10,55
22.3,61.5,200,508,660,51,164,1060,165,211,10,48
0.4,83.3,27,0,419,59,16,1000,6,2,1,50
3.9,83.1,7,67,426,38,8,991,3,61,3,54
7.9,83.5,49,256,530,41,64,1152,90,42,7,51
13.1,60.6,150,250,476,47,98,945,93,144,9,55
20.6,49.9,254,508,563,44,145,849,164,247,10,58
5.0,72.5,93,156,479,42,24,694,48,8,5,53
37.7,52.7,374,928,895,27,259,1209,303,370,10,49
15.9,35.4,126,451,406,66,142,659,123,185,10,70
32.1,54.9,330,869,827,14,216,1360,279,359,10,50
27.4,43.4,234,733,591,44,223,1056,227,307,10,46
13.6,59.1,161,325,575,32,90,739,88,153,9,55
37.0,35.1,402,889,810,42,320,903,319,473,10,61
27.3,30.4,271,599,602,62,248,990,234,368,10,57
27.1,41.8,237,716,551,19,221,772,245,291,10,50
21.3,42.8,240,568,620,33,152,798,177,211,10,62
29.8,74.7,346,816,920,18,178,1322,214,240,10,39
8.7,35.4,107,278,317,81,64,601,45,119,9,69
15.6,54.9,140,375,498,36,108,1009,114,218,10,54
12.6,62.5,163,288,522,49,94,813,123,136,10,46
18.7,64.9,152,419,649,31,111,875,178,193,10,49
35.7,87.2,380,922,928,0,198,1598,286,275,10,41
4.7,48.4,10,53,373,79,30,609,52,49,4,61
17.5,50.7,203,510,606,57,134,664,163,223,10,55
19.6,78.0,225,579,765,12,105,1114,182,167,10,47
29.1,37.6,255,816,662,30,239,888,227,387,10,46
22.0,80.8,265,543,819,35,129,1075,162,163,10,45
27.1,84.0,311,733,885,24,150,1320,235,199,10,45
0.4,48.8,0,44,248,68,0,443,17,0,1,71
32.9,84.5,298,871,869,14,175,1346,273,272,10,34
17.0,75.4,160,348,658,56,115,981,141,201,10,50
28.0,69.9,326,691,750,30,179,1192,232,299,10,52
17.9,79.2,167,395,616,46,100,1096,122,135,10,41
20.7,43.7,172,494,507,38,150,751,188,230,10,58
11.8,39.6,103,304,389,50,93,764,85,117,9,66
9.5,36.5,102,195,389,79,63,613,55,131,9,64
12.7,89.5,145,407,561,20,54,1075,94,112,5,38
23.4,58.3,272,582,618,35,161,1217,190,273,10,55
7.7,31.6,67,114,212,90,73,428,35,99,5,59
9.3,74.7,60,323,413,50,57,1131,67,127,6,57
0.1,76.1,0,0,439,62,18,798,23,26,1,50
0.4,75.3,18,0,453,57,0,809,0,0,1,67
34.8,36.7,322,857,641,47,301,1104,263,386,10,47
27.6,58.8,276,769,801,21,196,1107,225,295,10,51
29.0,33.8,289,771,532,38,226,1022,255,345,10,46
2.1,67.7,7,109,460,50,33,650,27,40,1,52
14.7,54.1,118,416,493,50,89,794,112,164,10,58
16.4,49.1,204,452,567,43,142,687,103,208,10,50
37.4,58.1,350,963,817,12,267,1358,295,413,10,51
13.2,33.4,87,255,386,78,91,717,112,139,10,73
35.8,38.0,349,837,768,40,291,1036,269,456,10,58
21.7,89.2,205,507,853,19,130,1365,174,136,10,46
22.2,67.9,185,622,651,13,151,1073,151,242,10,48
6.3,67.4,33,232,456,71,59,651,74,35,3,65
9.3,87.6,67,210,489,32,64,1138,59,103,7,53
11.3,55.8,137,326,352,52,97,793,108,122,7,54
23.6,38.9,208,605,594,62,201,840,170,268,10,58
4.4,75.6,0,60,406,72,24,938,61,36,4,65
39.5,48.8,418,955,840,5,282,1131,294,460,10,42
5.2,55.0,33,35,365,49,48,535,14,71,5,69
30.9,46.1,282,693,608,33,253,1164,235,395,10,43
38.8,86.3,383,981,1095,0,239,1736,315,380,10,38
8.4,77.0,40,241,593,45,61,999,60,84,5,43
37.6,53.6,405,956,756,0,294,1295,296,366,10,36
28.3,74.3,309,693,768,6,197,1378,229,305,10,37
35.3,50.6,390,940,730,32,250,1157,263,390,10,41
14.7,52.9,99,409,559,36,109,750,106,210,10,52
12.2,49.3,79,222,396,64,87,936,97,180,8,56
7.6,82.1,81,149,606,30,50,967,48,71,5,45
16.4,45.0,117,405,444,59,111,936,104,177,10,53
21.8,49.3,199,634,574,41,184,1046,173,217,10,55
37.0,32.3,399,910,812,37,322,1115,291,470,10,53
19.3,76.1,207,396,668,31,128,1179,183,149,10,41
27.5,82.3,280,707,735,3,177,1313,211,273,10,49
21.1,35.6,239,437,504,66,167,602,140,230,10,60
34.7,58.5,365,780,758,9,264,1141,290,360,10,52
19.8,59.7,224,504,501,40,152,997,141,176,10,60
16.7,63.3,182,352,504,60,98,785,110,204,10,58
33.2,48.2,360,840,808,44,258,1069,290,365,10,53
7.6,56.4,79,90,378,80,50,666,70,124,4,51
21.8,79.4,175,498,783,42,139,1119,150,180,10,47
13.0,45.5,150,239,477,43,91,905,118,128,8,54
14.5,90.0,124,281,698,42,74,1082,97,158,6,50
7.1,82.7,72,231,577,60,23,935,71,74,3,55
13.3,81.4,97,309,630,54,71,1194,120,125,9,41
5.3,31.7,5,67,254,61,42,264,58,35,6,66
38.3,37.7,433,958,811,23,331,1228,336,420,10,47
21.9,35.3,246,575,563,30,192,655,196,283,10,59
11.8,36.5,123,341,288,64,80,708,124,173,10,62
18.1,39.7,159,531,441,38,164,867,156,183,10,67
8.5,85.9,98,173,569,28,32,868,98,61,6,52
23.5,74.4,238,571,709,20,160,1250,210,242,10,37
14.6,62.3,144,440,595,33,85,900,117,163,9,56
9.4,38.5,105,208,432,83,85,561,65,118,7,56
18.3,31.6,134,544,413,61,160,835,169,275,10,63
39.3,71.2,402,953,883,7,246,1469,292,338,10,39
12.9,33.0,144,366,350,45,128,452,88,162,10,61
14.9,51.6,184,410,458,71,111,664,120,147,10,49
2.0,71.0,7,0,311,58,23,808,38,26,1,53
10.7,79.7,63,193,656,60,68,1004,61,106,5,55
2.6,89.0,65,0,490,57,28,1024,0,0,1,51
30.0,48.6,304,781,752,18,221,906,253,371,10,44
3.8,78.6,11,165,363,38,16,821,21,11,3,60
5.4,71.8,74,124,416,61,33,897,28,66,3,51
20.8,42.3,220,616,494,30,168,829,188,223,10,65
28.7,88.9,263,657,890,30,152,1543,252,236,10,37
25.6,62.3,234,555,791,45,181,1117,235,279,10,54
27.2,61.7,289,619,686,48,194,969,211,288,10,47
8.5,63.9,130,277,364,40,65,651,61,88,4,65
39.1,36.6,405,960,864,7,311,1282,320,514,10,46
31.0,43.4,276,851,667,49,259,1148,251,396,10,52
6.8,30.2,57,226,197,85,61,434,42,44,7,68
13.8,56.6,116,427,562,37,88,728,108,180,8,57
22.4,36.4,176,487,556,42,164,966,182,259,10,65
11.4,31.6,110,374,282,83,109,665,101,175,9,72
24.5,71.5,213,568,666,46,139,1322,219,253,10,40
5.4,72.4,63,97,484,54,27,893,33,61,4,50
11.9,64.1,110,245,415,38,74,987,87,78,7,57
10.8,67.8,79,269,403,67,79,794,112,155,5,44
27.1,41.1,256,667,538,54,230,1066,192,357,10,48
20.1,49.4,212,470,482,44,163,812,136,189,10,58
33.7,69.1,308,763,839,10,227,1470,264,317,10,39
26.6,76.9,275,696,792,30,158,1492,232,259,10,38
36.0,33.4,385,889,761,35,300,1244,311,437,10,53
27.7,31.4,290,714,537,39,250,963,194,334,10,48
18.5,45.7,148,486,474,48,160,957,163,178,10,57
19.8,49.5,173,580,604,35,153,933,164,200,10,57
32.7,46.6,374,827,813,9,237,1105,244,367,10,49
25.7,35.1,220,570,562,40,214,835,221,286,10,59
15.5,72.5,144,330,655,30,109,1009,116,193,9,54
26.1,79.9,303,651,795,17,156,1170,187,262,10,40
20.5,50.0,162,513,467,37,162,900,187,237,10,53
33.8,36.5,385,755,594,13,272,990,246,408,10,45
4.6,58.1,74,32,446,61,49,518,51,90,3,61
8.1,41.1,111,285,336,53,48,703,54,53,7,70
3.6,40.5,70,113,275,70,26,516,32,0,1,58
3.8,55.1,80,92,273,86,39,680,13,71,3,66
29.2,89.7,317,653,927,0,167,1306,209,205,10,42
18.6,53.7,153,516,644,57,128,709,172,176,10,45
6.0,78.7,14,140,416,35,29,964,32,31,5,49
6.7,31.2,101,87,216,89,66,491,35,119,5,58
17.4,33.5,201,350,525,46,127,835,159,215,10,52
27.9,61.1,231,647,800,36,210,1152,207,307,10,47
16.1,43.9,140,428,380,37,109,683,135,207,10,66
32.5,75.5,331,842,833,4,213,1246,273,267,10,51
26.7,74.5,233,739,811,30,160,1426,241,229,10,54
30.5,41.6,333,795,754,19,230,853,223,412,10,44
19.3,34.0,232,483,426,56,172,733,154,222,10,67
23.7,68.0,272,517,667,29,174,1079,192,225,10,45
20.5,76.6,250,487,617,20,135,1242,164,233,10,49
32.5,44.1,277,807,726,37,248,910,260,338,10,55
25.0,56.2,223,687,565,34,170,1002,209,221,10,49
18.1,89.6,186,427,649,26,99,1191,152,181,10,40
7.3,50.4,64,238,404,58,68,747,67,55,7,64
15.1,55.2,124,398,464,37,122,693,145,137,10,50
22.5,52.7,182,574,508,20,174,795,175,228,10,63
37.3,66.4,382,948,873,2,244,1492,282,355,10,50
1.0,58.3,51,0,245,74,4,496,27,22,1,54
29.9,71.5,262,810,794,19,191,1320,267,307,10,46
8.0,51.6,54,225,440,62,43,504,65,75,6,69
5.4,39.8,29,183,282,54,35,502,64,25,3,66
31.4,85.4,269,750,970,0,183,1357,261,242,10,41
5.3,48.9,99,138,365,84,39,732,53,85,3,57
18.8,88.7,204,462,814,19,101,1215,128,176,10,53
17.4,48.4,171,366,512,52,124,820,128,157,10,61
16.1,68.2,193,398,526,42,110,902,140,184,9,58
2.0,86.9,24,0,518,39,22,1096,0,67,2,53
36.7,56.8,391,980,912,16,283,1224,293,371,10,45
3.4,73.6,46,166,513,54,25,673,27,20,3,66
9.4,89.4,79,254,675,49,56,1036,71,101,6,48
27.1,68.0,228,712,768,44,163,1130,215,318,10,49
19.6,38.5,232,427,447,65,159,963,163,267,10,54
3.7,32.4,51,93,270,72,33,526,56,0,4,68
26.7,89.2,301,733,817,7,128,1546,195,215,10,42
9.3,66.6,82,220,544,41,45,998,61,107,8,56
16.1,64.8,190,330,485,31,117,972,127,129,10,62
13.6,76.5,138,339,611,56,96,1024,132,122,8,44
34.6,68.5,367,813,895,7,236,1339,278,335,10,34
10.9,32.6,125,287,407,50,89,672,94,157,10,69
0.7,46.8,0,0,291,91,24,465,10,0,1,60
37.8,83.8,409,957,922,1,226,1569,282,328,10,28
1.3,76.1,12,21,330,69,6,636,12,32,1,60
35.3,50.0,364,835,719,2,269,1157,301,424,10,43
33.5,66.6,362,826,832,23,223,1355,250,296,10,35
34.6,74.8,342,808,891,0,200,1529,252,277,10,32
11.0,38.2,88,196,385,64,70,688,68,170,9,72
18.8,80.8,224,389,652,35,119,1109,129,132,10,47
35.4,75.0,372,885,985,0,212,1397,293,305,10,34
10.2,62.8,83,291,484,50,79,690,99,116,8,64
14.6,50.2,134,296,387,68,96,861,122,207,10,49
4.5,50.3,71,132,414,79,26,667,49,23,5,65
10.1,81.7,101,243,599,34,46,905,104,70,6,52
3.6,86.3,70,179,485,54,4,749,40,41,3,46
24.4,85.4,258,553,760,23,120,1453,201,188,10,47
39.7,33.3,347,1038,667,6,316,1147,308,519,10,48
