ID,Value,Squared,Cubed,Square Root,Natural Log,Sine,Cosine,Is Even
934,51,872356,814780504,30.561,6.839,-0.812,-0.584,true
935,56,874225,817400375,30.578,6.841,-0.930,0.367,false
936,32,876096,820025856,30.594,6.842,-0.193,0.981,true
937,53,877969,822656953,30.610,6.843,0.721,0.693,false
938,51,879844,825293672,30.627,6.844,0.973,-0.232,true
939,4,881721,827936019,30.643,6.845,0.330,-0.944,false
940,77,883600,830584000,30.659,6.846,-0.616,-0.788,true
941,38,885481,833237621,30.676,6.847,-0.996,0.093,false
942,15,887364,835896888,30.692,6.848,-0.460,0.888,true
943,42,889249,838561807,30.708,6.849,0.499,0.867,false
944,37,891136,841232384,30.725,6.850,0.999,0.049,true
945,41,893025,843908625,30.741,6.851,0.581,-0.814,false
946,39,894916,846590536,30.757,6.852,-0.371,-0.928,true
947,67,896809,849278123,30.773,6.853,-0.982,-0.189,false
948,67,898704,851971392,30.790,6.854,-0.690,0.724,true
949,52,900601,854670349,30.806,6.855,0.237,0.972,false
950,4,902500,857375000,30.822,6.856,0.945,0.326,true
951,46,904401,860085351,30.838,6.858,0.785,-0.620,false
952,92,906304,862801408,30.854,6.859,-0.097,-0.995,true
953,8,908209,865523177,30.871,6.860,-0.890,-0.456,false
954,15,910116,868250664,30.887,6.861,-0.865,0.503,true
955,48,912025,870983875,30.903,6.862,-0.044,0.999,false
956,62,913936,873722816,30.919,6.863,0.817,0.577,true
957,24,915849,876467493,30.935,6.864,0.927,-0.376,false
958,100,917764,879217912,30.952,6.865,0.185,-0.983,true
959,68,919681,881974079,30.968,6.866,-0.727,-0.686,false
960,56,921600,884736000,30.984,6.867,-0.971,0.241,true
961,69,923521,887503681,31.000,6.868,-0.322,0.947,false
962,79,925444,890277128,31.016,6.869,0.623,0.782,true
963,59,927369,893056347,31.032,6.870,0.995,-0.102,false
964,60,929296,895841344,31.048,6.871,0.452,-0.892,true
965,37,931225,898632125,31.064,6.872,-0.506,-0.862,false
966,96,933156,901428696,31.081,6.873,-0.999,-0.040,true
967,88,935089,904231063,31.097,6.874,-0.573,0.819,false
968,39,937024,907039232,31.113,6.875,0.380,0.925,true
969,91,938961,909853209,31.129,6.876,0.984,0.180,false
970,65,940900,912673000,31.145,6.877,0.683,-0.730,true
971,32,942841,915498611,31.161,6.878,-0.245,-0.969,false
972,70,944784,918330048,31.177,6.879,-0.948,-0.317,true
973,19,946729,921167317,31.193,6.880,-0.779,0.627,false
974,60,948676,924010424,31.209,6.881,0.106,0.994,true
975,30,950625,926859375,31.225,6.882,0.894,0.448,false
976,8,952576,929714176,31.241,6.883,0.860,-0.510,true
977,48,954529,932574833,31.257,6.884,0.035,-0.999,false
978,50,956484,935441352,31.273,6.886,-0.822,-0.570,true
979,16,958441,938313739,31.289,6.887,-0.923,0.384,false
980,93,960400,941192000,31.305,6.888,-0.176,0.984,true
981,76,962361,944076141,31.321,6.889,0.733,0.680,false
982,88,964324,946966168,31.337,6.890,0.968,-0.250,true
983,9,966289,949862087,31.353,6.891,0.313,-0.950,false
984,54,968256,952763904,31.369,6.892,-0.630,-0.777,true
985,84,970225,955671625,31.385,6.893,-0.994,0.110,false
986,96,972196,958585256,31.401,6.894,-0.444,0.896,true
987,14,974169,961504803,31.417,6.895,0.514,0.858,false
988,70,976144,964430272,31.432,6.896,1.000,0.031,true
989,98,978121,967361669,31.448,6.897,0.566,-0.824,false
990,47,980100,970299000,31.464,6.898,-0.388,-0.922,true
991,67,982081,973242271,31.480,6.899,-0.985,-0.172,false
992,99,984064,976191488,31.496,6.900,-0.677,0.736,true
993,89,986049,979146657,31.512,6.901,0.254,0.967,false
994,25,988036,982107784,31.528,6.902,0.951,0.309,true
995,95,990025,985074875,31.544,6.903,0.774,-0.633,false
996,46,992016,988047936,31.559,6.904,-0.115,-0.993,true
997,65,994009,991026973,31.575,6.905,-0.898,-0.440,false
998,58,996004,994011992,31.591,6.906,-0.855,0.518,true
999,20,998001,997002999,31.607,6.907,-0.026,1.000,false
1000,73,1000000,1000000000,31.623,6.908,0.827,0.562,true
