Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
5.0,41.0,11,188,348,84,54,589,19,12,4,72
28.5,51.3,298,781,744,15,195,1149,245,286,10,41
7.7,53.9,69,144,303,51,37,526,85,93,7,55
9.9,68.3,73,252,509,34,75,901,87,63,6,61
25.8,55.3,266,557,699,26,201,1140,217,236,10,59
20.5,44.5,201,536,628,37,161,996,159,256,10,59
26.8,83.8,311,676,799,32,154,1345,230,244,10,46
13.5,67.8,117,402,538,54,70,1143,133,183,8,49
28.0,51.3,308,691,623,22,227,892,253,328,10,51
1.7,79.9,0,0,483,58,5,937,33,59,2,53
14.2,36.8,130,297,389,75,98,559,86,200,10,67
23.8,55.0,227,620,596,30,168,1208,211,222,10,60
19.1,76.7,205,460,605,52,134,988,175,213,10,51
39.9,35.6,449,903,706,19,323,1104,294,513,10,50
31.3,60.1,293,733,689,18,202,1295,271,339,10,55
36.9,45.7,401,898,712,29,276,999,277,456,10,39
38.4,81.4,358,895,930,0,223,1608,300,310,10,33
17.8,53.3,185,476,486,52,148,747,130,238,10,48
25.2,56.4,282,603,621,40,173,1196,188,280,10,50
30.8,47.0,337,817,661,20,238,916,238,345,10,49
37.3,48.9,327,927,832,6,298,1121,299,382,10,42
6.9,58.0,53,112,465,75,61,831,29,54,6,55
1.7,52.0,54,128,343,54,4,582,28,29,1,71
35.3,81.6,328,840,899,13,214,1553,264,314,10,43
2.0,45.0,19,61,298,81,0,626,12,20,1,62
4.7,50.3,42,161,334,78,41,510,17,68,3,58
35.1,82.2,391,806,876,13,208,1721,279,309,10,45
21.3,62.0,256,618,666,36,140,961,178,173,10,46
38.2,57.3,380,958,911,12,270,1523,287,383,10,50
39.6,81.1,443,1056,914,0,244,1745,314,318,10,45
