ID,Category,Subcategory,Size,Color,Material,Brand,Price Range,Rating,In Stock,Shipping Weight,Age Group
4652,Home,Decor,Medium,Yellow,Glass,Beta,Budget,2,false,8.50,Children
4653,Food,Snacks,Large,Blue,Plastic,Gamma,Premium,1,true,10.80,Adults
4654,Clothing,Shirts,Medium,Red,Cotton,Delta,Premium,3,false,18.15,Seniors
4655,Home,Furniture,Small,Purple,Wood,Gamma,Budget,1,true,11.07,Adults
4656,Clothing,Dresses,Small,Green,Leather,Epsilon,Premium,2,true,10.62,Seniors
4657,Food,Snacks,Small,Blue,Leather,Alpha,Luxury,4,true,6.02,Adults
4658,Food,Snacks,Large,Red,Cotton,Beta,Luxury,5,false,0.51,Children
4659,Food,Beverages,Medium,Blue,Plastic,Beta,Budget,1,false,6.43,Seniors
4660,Food,Snacks,Small,Black,Glass,Alpha,Luxury,5,true,13.00,Seniors
4661,Sports,Apparel,Medium,Green,Glass,Beta,Luxury,5,false,9.62,Children
4662,Sports,Equipment,Large,White,Plastic,Delta,Budget,1,false,3.89,Children
4663,Clothing,Dresses,Medium,Yellow,Plastic,Beta,Luxury,2,true,8.05,Seniors
4664,Electronics,Accessories,Small,Red,Plastic,Delta,Mid-range,4,false,12.51,Children
4665,Sports,Apparel,Large,Red,Leather,Alpha,Luxury,3,false,4.28,Seniors
4666,Electronics,Accessories,Large,Yellow,Leather,Alpha,Luxury,4,true,4.51,Teens
4667,Home,Decor,Large,Red,Plastic,Gamma,Luxury,3,false,18.89,Adults
4668,Electronics,Phones,Small,Green,Metal,Gamma,Premium,2,true,4.46,Seniors
4669,Sports,Apparel,Large,Green,Glass,Beta,Luxury,2,false,0.94,Teens
4670,Food,Beverages,Large,Yellow,Leather,Gamma,Mid-range,1,true,18.62,Teens
4671,Clothing,Pants,Medium,Yellow,Wood,Delta,Budget,3,true,9.24,Children
4672,Sports,Equipment,Large,Green,Wood,Beta,Luxury,2,false,12.15,Adults
4673,Sports,Accessories,Medium,White,Plastic,Epsilon,Mid-range,2,true,10.45,Adults
4674,Food,Frozen,Small,Yellow,Plastic,Delta,Premium,1,true,8.74,Children
4675,Home,Furniture,Medium,Green,Wood,Epsilon,Budget,4,true,10.63,Adults
4676,Sports,Accessories,Medium,Blue,Wood,Gamma,Budget,3,true,5.38,Adults
4677,Sports,Nutrition,Small,Black,Leather,Epsilon,Luxury,3,true,10.44,Seniors
4678,Clothing,Shoes,Medium,Yellow,Glass,Epsilon,Luxury,1,true,13.62,Seniors
4679,Sports,Accessories,Medium,Red,Plastic,Delta,Premium,5,false,6.49,Teens
4680,Sports,Apparel,Medium,Blue,Plastic,Gamma,Budget,1,true,8.98,Seniors
4681,Electronics,Tablets,Large,Purple,Glass,Gamma,Premium,5,true,10.71,Children
4682,Sports,Accessories,Medium,Red,Plastic,Gamma,Luxury,5,false,13.01,Teens
4683,Sports,Nutrition,Medium,White,Glass,Delta,Budget,4,true,15.07,Adults
4684,Clothing,Dresses,Small,Green,Plastic,Delta,Mid-range,4,false,6.31,Children
4685,Food,Snacks,Medium,Red,Leather,Gamma,Premium,5,true,19.04,Adults
4686,Sports,Equipment,Medium,Purple,Wood,Delta,Budget,2,true,18.51,Children
4687,Clothing,Pants,Large,Green,Cotton,Alpha,Luxury,2,false,13.75,Teens
4688,Clothing,Shirts,Medium,Yellow,Leather,Alpha,Budget,4,true,10.34,Adults
4689,Food,Fresh,Medium,Yellow,Leather,Alpha,Mid-range,4,false,8.32,Adults
4690,Home,Decor,Large,Black,Wood,Delta,Luxury,5,true,10.07,Children
4691,Home,Kitchen,Medium,Blue,Glass,Delta,Budget,4,true,9.80,Seniors
4692,Electronics,Tablets,Small,Blue,Cotton,Gamma,Luxury,1,false,4.02,Children
4693,Home,Furniture,Medium,Purple,Leather,Gamma,Premium,1,true,11.59,Children
4694,Food,Beverages,Small,Blue,Metal,Alpha,Mid-range,2,false,17.94,Adults
4695,Home,Decor,Large,Red,Wood,Gamma,Premium,3,true,3.54,Teens
4696,Electronics,Phones,Medium,Green,Cotton,Alpha,Mid-range,4,true,3.04,Teens
4697,Clothing,Pants,Large,Blue,Glass,Beta,Luxury,3,true,19.40,Children
4698,Food,Frozen,Medium,Purple,Cotton,Alpha,Mid-range,5,true,12.96,Adults
4699,Clothing,Dresses,Large,Blue,Cotton,Epsilon,Mid-range,4,false,14.86,Teens
4700,Clothing,Pants,Small,Green,Glass,Delta,Luxury,4,true,0.12,Adults
4701,Food,Snacks,Medium,Green,Cotton,Alpha,Budget,4,true,2.01,Children
4702,Electronics,Phones,Large,Purple,Leather,Beta,Premium,2,true,19.52,Seniors
4703,Home,Kitchen,Large,White,Wood,Epsilon,Luxury,3,true,7.05,Teens
4704,Clothing,Shirts,Large,White,Glass,Beta,Mid-range,3,true,19.11,Children
4705,Electronics,Phones,Large,Green,Plastic,Epsilon,Premium,5,true,5.63,Children
4706,Electronics,Phones,Large,White,Cotton,Gamma,Mid-range,4,false,5.36,Teens
4707,Clothing,Shirts,Large,Purple,Wood,Delta,Premium,3,false,12.51,Teens
4708,Clothing,Dresses,Medium,Red,Metal,Beta,Luxury,4,false,3.37,Seniors
4709,Clothing,Shoes,Small,Red,Glass,Delta,Luxury,4,true,0.38,Children
4710,Home,Decor,Medium,Blue,Glass,Epsilon,Luxury,1,false,4.85,Teens
4711,Clothing,Dresses,Large,Red,Cotton,Beta,Luxury,5,false,2.26,Adults
4712,Sports,Apparel,Medium,Purple,Wood,Gamma,Budget,3,true,11.94,Teens
4713,Food,Frozen,Large,Black,Glass,Gamma,Premium,3,true,1.43,Children
4714,Home,Bath,Small,Blue,Glass,Delta,Budget,4,true,0.71,Teens
4715,Food,Beverages,Large,Red,Cotton,Delta,Mid-range,3,true,0.64,Children
4716,Home,Kitchen,Small,Blue,Wood,Alpha,Budget,4,true,1.46,Teens
4717,Electronics,Laptops,Large,Purple,Wood,Beta,Premium,1,true,1.58,Seniors
4718,Clothing,Dresses,Medium,Purple,Glass,Epsilon,Premium,3,true,14.52,Adults
4719,Electronics,Laptops,Medium,Blue,Leather,Beta,Mid-range,3,true,16.04,Children
4720,Home,Kitchen,Small,Red,Metal,Beta,Luxury,1,false,18.12,Children
4721,Electronics,Tablets,Large,White,Plastic,Alpha,Budget,3,true,4.30,Adults
4722,Electronics,Accessories,Medium,Blue,Wood,Epsilon,Budget,5,false,15.74,Children
4723,Home,Bath,Small,Black,Glass,Beta,Luxury,3,true,1.02,Adults
4724,Electronics,Accessories,Medium,Black,Metal,Gamma,Budget,2,true,4.12,Teens
4725,Food,Fresh,Small,Yellow,Glass,Epsilon,Budget,2,true,17.62,Seniors
4726,Home,Bath,Medium,White,Metal,Beta,Budget,5,false,1.58,Seniors
4727,Electronics,Tablets,Small,Yellow,Leather,Epsilon,Premium,3,true,5.93,Children
4728,Clothing,Dresses,Medium,Blue,Plastic,Alpha,Premium,4,false,13.33,Seniors
4729,Food,Frozen,Small,Black,Plastic,Gamma,Premium,1,true,7.14,Children
4730,Home,Bath,Medium,Blue,Plastic,Delta,Budget,3,false,6.71,Seniors
4731,Food,Snacks,Medium,Yellow,Cotton,Gamma,Luxury,5,true,17.22,Seniors
4732,Sports,Accessories,Large,Green,Plastic,Epsilon,Premium,2,false,19.48,Children
4733,Sports,Apparel,Small,White,Leather,Epsilon,Budget,2,false,14.18,Seniors
4734,Clothing,Dresses,Medium,Purple,Plastic,Gamma,Luxury,2,true,14.49,Adults
4735,Sports,Accessories,Medium,Yellow,Glass,Beta,Mid-range,5,true,19.25,Teens
4736,Sports,Nutrition,Medium,Blue,Glass,Epsilon,Premium,2,true,19.94,Children
4737,Electronics,Phones,Large,Purple,Leather,Gamma,Budget,4,true,4.98,Children
4738,Clothing,Shirts,Large,Black,Leather,Epsilon,Luxury,2,true,13.90,Children
4739,Food,Frozen,Small,Red,Glass,Beta,Mid-range,4,false,14.73,Seniors
4740,Sports,Nutrition,Medium,White,Glass,Gamma,Mid-range,5,true,3.50,Teens
4741,Clothing,Pants,Medium,Purple,Cotton,Alpha,Luxury,3,false,19.85,Teens
4742,Clothing,Shoes,Small,White,Leather,Gamma,Budget,4,true,13.73,Seniors
4743,Home,Furniture,Small,Blue,Leather,Beta,Luxury,3,false,11.99,Seniors
4744,Clothing,Shoes,Large,Black,Metal,Gamma,Mid-range,5,true,12.97,Adults
4745,Clothing,Shirts,Large,White,Leather,Epsilon,Budget,4,true,2.06,Teens
4746,Home,Decor,Medium,Black,Plastic,Gamma,Mid-range,4,true,13.94,Teens
4747,Clothing,Pants,Large,Blue,Leather,Gamma,Budget,4,true,12.13,Seniors
4748,Sports,Equipment,Large,Red,Glass,Epsilon,Mid-range,3,true,1.84,Teens
4749,Home,Furniture,Medium,Black,Metal,Beta,Budget,4,true,2.21,Adults
4750,Sports,Equipment,Medium,Black,Cotton,Epsilon,Budget,1,true,19.89,Seniors
4751,Clothing,Shirts,Large,Yellow,Cotton,Beta,Premium,4,true,3.48,Seniors
4752,Sports,Accessories,Small,Green,Plastic,Alpha,Budget,1,false,7.88,Adults
4753,Food,Frozen,Small,Red,Plastic,Gamma,Mid-range,1,true,15.20,Adults
4754,Sports,Accessories,Medium,Purple,Leather,Delta,Premium,5,true,14.39,Seniors
4755,Sports,Apparel,Small,Purple,Wood,Beta,Mid-range,5,true,0.61,Seniors
4756,Electronics,Tablets,Large,Blue,Metal,Delta,Mid-range,1,true,19.82,Adults
4757,Sports,Nutrition,Small,Green,Wood,Delta,Budget,1,true,9.73,Teens
4758,Home,Bath,Medium,Red,Plastic,Alpha,Budget,3,false,15.84,Adults
4759,Clothing,Dresses,Medium,Yellow,Cotton,Delta,Mid-range,3,true,0.64,Children
4760,Electronics,Phones,Medium,Blue,Plastic,Gamma,Mid-range,1,false,16.59,Adults
4761,Sports,Equipment,Large,Red,Cotton,Gamma,Premium,2,true,11.58,Children
4762,Clothing,Dresses,Medium,Blue,Glass,Gamma,Luxury,2,true,13.73,Adults
4763,Food,Snacks,Small,Yellow,Glass,Beta,Budget,2,true,19.98,Adults
4764,Electronics,Accessories,Large,Yellow,Plastic,Beta,Mid-range,5,false,11.95,Children
4765,Home,Kitchen,Medium,Yellow,Metal,Beta,Premium,3,true,1.13,Seniors
4766,Clothing,Shoes,Medium,Yellow,Cotton,Epsilon,Premium,4,true,6.49,Seniors
4767,Clothing,Dresses,Small,Blue,Cotton,Alpha,Mid-range,5,true,0.36,Adults
4768,Sports,Accessories,Large,Red,Cotton,Alpha,Premium,4,true,8.66,Teens
4769,Home,Bath,Medium,Green,Metal,Delta,Mid-range,4,true,17.35,Adults
4770,Food,Beverages,Large,Red,Plastic,Alpha,Luxury,3,true,8.69,Teens
4771,Home,Bath,Medium,Red,Cotton,Gamma,Mid-range,1,false,8.29,Teens
4772,Home,Furniture,Large,Red,Wood,Alpha,Mid-range,4,true,16.14,Teens
4773,Food,Fresh,Small,Black,Plastic,Alpha,Mid-range,3,true,15.60,Children
4774,Food,Beverages,Large,Yellow,Metal,Alpha,Premium,5,false,1.25,Children
4775,Clothing,Shoes,Large,White,Wood,Alpha,Mid-range,3,true,6.21,Seniors
4776,Sports,Equipment,Small,Purple,Plastic,Delta,Mid-range,1,true,7.94,Seniors
4777,Clothing,Shirts,Large,White,Metal,Gamma,Mid-range,4,false,17.69,Teens
4778,Clothing,Shirts,Small,Black,Cotton,Alpha,Premium,4,false,15.23,Teens
4779,Sports,Accessories,Large,White,Cotton,Beta,Luxury,1,true,17.94,Teens
4780,Electronics,Phones,Medium,White,Leather,Epsilon,Premium,2,true,3.43,Teens
4781,Food,Fresh,Small,Green,Plastic,Epsilon,Luxury,2,false,15.09,Seniors
4782,Food,Snacks,Medium,Purple,Cotton,Delta,Luxury,4,true,4.65,Seniors
4783,Food,Snacks,Large,Purple,Glass,Gamma,Mid-range,2,false,17.52,Teens
4784,Sports,Nutrition,Small,Yellow,Metal,Delta,Luxury,5,true,10.75,Seniors
4785,Food,Beverages,Medium,Blue,Plastic,Epsilon,Luxury,1,false,13.30,Seniors
4786,Food,Snacks,Large,Blue,Metal,Epsilon,Mid-range,2,true,18.94,Children
4787,Food,Fresh,Large,Yellow,Cotton,Epsilon,Budget,2,true,10.32,Seniors
4788,Sports,Equipment,Large,Yellow,Plastic,Epsilon,Mid-range,3,true,7.73,Teens
4789,Food,Snacks,Small,Purple,Plastic,Alpha,Luxury,2,true,16.12,Adults
4790,Electronics,Laptops,Medium,White,Leather,Delta,Budget,5,false,14.97,Seniors
4791,Clothing,Shirts,Large,Yellow,Wood,Epsilon,Mid-range,5,true,0.96,Adults
4792,Electronics,Tablets,Small,Black,Glass,Beta,Premium,1,false,16.68,Teens
4793,Sports,Apparel,Medium,Purple,Wood,Gamma,Luxury,5,true,13.58,Adults
4794,Food,Snacks,Medium,Blue,Glass,Epsilon,Mid-range,2,false,8.44,Adults
4795,Electronics,Tablets,Medium,White,Leather,Beta,Premium,4,true,0.35,Children
4796,Home,Decor,Medium,Black,Wood,Gamma,Luxury,4,true,1.66,Teens
4797,Home,Decor,Medium,Purple,Glass,Epsilon,Premium,4,false,12.72,Adults
4798,Food,Frozen,Large,Green,Plastic,Gamma,Luxury,3,false,13.47,Teens
4799,Electronics,Phones,Medium,Purple,Leather,Delta,Mid-range,5,false,7.75,Adults
4800,Home,Decor,Medium,White,Plastic,Gamma,Premium,5,false,18.80,Children
4801,Food,Beverages,Medium,Yellow,Cotton,Delta,Budget,5,false,17.00,Adults
4802,Electronics,Phones,Medium,Yellow,Glass,Gamma,Mid-range,2,false,5.47,Adults
4803,Clothing,Dresses,Small,Green,Cotton,Delta,Luxury,2,false,10.16,Teens
4804,Electronics,Accessories,Small,Red,Plastic,Alpha,Mid-range,5,true,7.97,Teens
4805,Home,Kitchen,Large,Yellow,Cotton,Epsilon,Mid-range,4,false,12.53,Adults
4806,Electronics,Tablets,Small,Yellow,Cotton,Epsilon,Premium,3,true,7.09,Seniors
4807,Sports,Nutrition,Large,Black,Wood,Epsilon,Premium,3,true,6.05,Seniors
4808,Food,Snacks,Small,Yellow,Wood,Alpha,Premium,1,true,7.54,Adults
4809,Clothing,Pants,Medium,Blue,Metal,Beta,Mid-range,2,false,4.65,Adults
4810,Sports,Apparel,Small,Yellow,Wood,Delta,Premium,3,true,0.41,Teens
4811,Sports,Accessories,Small,Yellow,Cotton,Beta,Premium,3,true,10.83,Adults
4812,Food,Fresh,Medium,Black,Plastic,Alpha,Mid-range,3,true,1.79,Teens
4813,Clothing,Pants,Small,White,Cotton,Alpha,Luxury,2,true,19.69,Children
4814,Clothing,Shoes,Small,Yellow,Plastic,Beta,Premium,4,true,4.81,Seniors
4815,Clothing,Dresses,Small,White,Leather,Beta,Premium,2,true,16.66,Teens
4816,Electronics,Tablets,Small,Blue,Wood,Beta,Luxury,5,false,0.36,Teens
4817,Electronics,Phones,Small,Black,Plastic,Gamma,Luxury,5,true,4.63,Adults
4818,Sports,Apparel,Medium,Black,Cotton,Gamma,Mid-range,5,false,16.73,Adults
4819,Clothing,Shirts,Small,Purple,Cotton,Delta,Mid-range,5,true,19.39,Teens
4820,Food,Fresh,Small,Purple,Cotton,Epsilon,Luxury,1,false,10.47,Children
4821,Home,Furniture,Medium,Black,Plastic,Delta,Luxury,5,true,6.10,Teens
4822,Food,Snacks,Small,Red,Metal,Delta,Luxury,3,true,17.24,Teens
4823,Food,Snacks,Small,Red,Wood,Beta,Luxury,1,true,13.06,Children
4824,Food,Fresh,Medium,Green,Wood,Delta,Budget,2,true,4.59,Adults
4825,Sports,Equipment,Large,White,Leather,Epsilon,Premium,1,true,14.87,Seniors
4826,Electronics,Accessories,Medium,Yellow,Leather,Epsilon,Budget,3,false,9.02,Seniors
4827,Electronics,Accessories,Medium,Yellow,Wood,Beta,Luxury,3,false,18.05,Children
4828,Sports,Apparel,Large,Red,Wood,Gamma,Premium,1,true,10.63,Teens
4829,Home,Furniture,Small,Purple,Wood,Beta,Budget,2,true,5.86,Children
4830,Food,Beverages,Large,White,Wood,Alpha,Budget,3,true,3.06,Seniors
4831,Sports,Apparel,Large,Green,Leather,Epsilon,Budget,3,true,10.17,Seniors
4832,Food,Fresh,Small,Red,Cotton,Epsilon,Premium,3,false,1.98,Teens
4833,Sports,Equipment,Large,Red,Metal,Epsilon,Budget,4,false,8.80,Seniors
4834,Electronics,Laptops,Small,Blue,Wood,Epsilon,Budget,4,false,11.25,Children
4835,Home,Furniture,Medium,Purple,Glass,Beta,Premium,1,true,8.97,Teens
4836,Food,Fresh,Medium,Purple,Glass,Epsilon,Mid-range,1,false,12.94,Seniors
4837,Food,Fresh,Small,Blue,Metal,Gamma,Luxury,2,true,7.48,Children
4838,Electronics,Accessories,Medium,White,Glass,Epsilon,Luxury,5,true,10.72,Children
4839,Electronics,Accessories,Large,Yellow,Cotton,Delta,Budget,2,true,13.56,Adults
4840,Home,Bath,Large,Green,Metal,Alpha,Premium,2,true,2.62,Seniors
4841,Home,Kitchen,Small,Green,Plastic,Alpha,Luxury,2,false,9.27,Adults
4842,Sports,Nutrition,Large,Purple,Leather,Beta,Luxury,2,false,9.68,Seniors
4843,Food,Fresh,Small,Black,Leather,Beta,Mid-range,4,true,6.58,Adults
4844,Home,Bath,Large,White,Metal,Beta,Budget,3,true,14.21,Seniors
4845,Food,Frozen,Large,White,Wood,Alpha,Premium,1,true,11.74,Adults
4846,Food,Snacks,Medium,Yellow,Plastic,Beta,Luxury,3,true,10.49,Children
4847,Sports,Accessories,Small,Black,Glass,Epsilon,Premium,5,true,13.31,Teens
4848,Home,Kitchen,Small,Yellow,Glass,Alpha,Luxury,5,false,2.44,Children
4849,Clothing,Dresses,Large,White,Glass,Beta,Premium,3,true,17.65,Teens
4850,Home,Bath,Medium,Black,Cotton,Alpha,Premium,4,false,18.20,Seniors
4851,Food,Fresh,Medium,Red,Plastic,Epsilon,Budget,1,false,15.71,Teens
4852,Food,Snacks,Medium,Black,Metal,Delta,Budget,3,false,17.73,Seniors
4853,Electronics,Phones,Large,Red,Metal,Epsilon,Luxury,2,true,7.60,Seniors
4854,Clothing,Shoes,Medium,Black,Wood,Epsilon,Budget,2,true,8.75,Seniors
4855,Electronics,Tablets,Small,Purple,Glass,Alpha,Premium,3,true,5.60,Teens
4856,Food,Frozen,Medium,Yellow,Metal,Alpha,Mid-range,3,true,7.79,Adults
4857,Sports,Accessories,Medium,Purple,Plastic,Alpha,Premium,3,false,2.89,Children
4858,Clothing,Shirts,Small,Red,Metal,Delta,Luxury,4,true,13.29,Seniors
4859,Clothing,Shoes,Medium,White,Wood,Gamma,Mid-range,3,true,3.79,Adults
4860,Home,Bath,Small,Yellow,Metal,Beta,Luxury,1,true,12.38,Children
4861,Clothing,Pants,Medium,White,Wood,Delta,Premium,1,true,15.51,Teens
4862,Sports,Accessories,Medium,Black,Glass,Alpha,Luxury,2,false,8.22,Seniors
4863,Food,Fresh,Medium,Purple,Cotton,Delta,Budget,3,true,7.98,Children
4864,Sports,Apparel,Small,Blue,Metal,Delta,Budget,4,true,3.32,Children
4865,Clothing,Shirts,Small,Red,Cotton,Gamma,Premium,3,true,8.38,Seniors
4866,Home,Kitchen,Small,Blue,Leather,Delta,Premium,4,false,16.42,Adults
4867,Clothing,Dresses,Medium,Blue,Plastic,Epsilon,Premium,1,false,8.31,Adults
4868,Food,Snacks,Small,Red,Metal,Beta,Mid-range,3,false,18.62,Children
4869,Food,Frozen,Small,White,Leather,Gamma,Mid-range,2,true,9.16,Children
4870,Sports,Equipment,Small,Blue,Glass,Delta,Mid-range,2,true,11.45,Teens
4871,Clothing,Pants,Large,Green,Plastic,Alpha,Mid-range,5,true,13.25,Seniors
4872,Food,Frozen,Small,Purple,Glass,Delta,Budget,4,true,12.21,Teens
4873,Sports,Nutrition,Medium,Blue,Glass,Alpha,Luxury,3,false,11.06,Teens
4874,Food,Frozen,Medium,Yellow,Wood,Delta,Mid-range,1,true,2.39,Seniors
4875,Home,Kitchen,Medium,Purple,Leather,Alpha,Premium,3,false,19.16,Adults
4876,Home,Kitchen,Small,Green,Metal,Beta,Luxury,3,false,4.81,Children
4877,Clothing,Pants,Large,Black,Wood,Beta,Premium,3,false,19.93,Seniors
4878,Electronics,Accessories,Medium,White,Glass,Alpha,Premium,2,true,2.49,Children
4879,Food,Fresh,Medium,White,Plastic,Gamma,Budget,4,false,15.99,Adults
4880,Electronics,Phones,Medium,Red,Plastic,Beta,Budget,2,false,15.91,Seniors
4881,Home,Furniture,Large,Purple,Plastic,Beta,Budget,1,true,3.29,Adults
4882,Food,Snacks,Small,Blue,Wood,Alpha,Luxury,3,true,7.25,Teens
4883,Clothing,Shoes,Large,Yellow,Metal,Beta,Luxury,1,false,1.77,Adults
4884,Electronics,Tablets,Large,Purple,Leather,Gamma,Premium,3,false,9.29,Children
4885,Sports,Accessories,Small,White,Glass,Delta,Premium,4,true,15.32,Adults
4886,Home,Kitchen,Small,Blue,Cotton,Epsilon,Premium,1,true,13.01,Adults
4887,Electronics,Laptops,Medium,Yellow,Plastic,Gamma,Luxury,4,true,18.15,Seniors
4888,Food,Snacks,Medium,Blue,Leather,Gamma,Premium,2,true,15.79,Teens
4889,Clothing,Pants,Large,White,Cotton,Beta,Mid-range,2,true,13.60,Seniors
4890,Food,Fresh,Small,Yellow,Leather,Alpha,Budget,2,true,17.16,Seniors
4891,Sports,Nutrition,Large,Green,Wood,Delta,Budget,4,false,12.43,Seniors
4892,Clothing,Shoes,Small,Black,Glass,Epsilon,Premium,1,true,17.06,Adults
4893,Sports,Apparel,Small,Black,Plastic,Epsilon,Mid-range,4,true,10.27,Teens
4894,Home,Bath,Small,Yellow,Glass,Epsilon,Premium,2,true,17.33,Children
4895,Sports,Nutrition,Large,White,Metal,Alpha,Budget,2,true,9.88,Teens
4896,Food,Snacks,Large,White,Cotton,Delta,Mid-range,5,true,2.34,Children
4897,Home,Kitchen,Large,Black,Leather,Gamma,Premium,1,true,16.44,Adults
4898,Food,Snacks,Large,Purple,Wood,Beta,Budget,2,true,9.95,Teens
4899,Home,Furniture,Medium,Black,Metal,Epsilon,Mid-range,1,true,5.18,Adults
4900,Sports,Apparel,Medium,White,Metal,Epsilon,Premium,4,true,3.84,Adults
4901,Sports,Accessories,Large,Purple,Leather,Delta,Premium,2,true,11.05,Children
4902,Sports,Apparel,Small,Blue,Plastic,Beta,Budget,3,false,1.82,Children
4903,Electronics,Tablets,Medium,Green,Cotton,Epsilon,Premium,5,true,8.91,Children
4904,Electronics,Tablets,Small,White,Metal,Gamma,Luxury,4,true,12.34,Adults
4905,Sports,Nutrition,Medium,Blue,Plastic,Alpha,Budget,3,true,16.06,Adults
4906,Home,Furniture,Medium,Black,Glass,Alpha,Mid-range,4,true,3.89,Seniors
4907,Food,Snacks,Large,Red,Metal,Beta,Mid-range,1,true,19.21,Children
4908,Clothing,Pants,Medium,White,Cotton,Epsilon,Premium,3,false,1.21,Children
4909,Home,Furniture,Medium,Purple,Cotton,Alpha,Luxury,3,true,8.74,Children
4910,Home,Furniture,Small,White,Metal,Gamma,Luxury,1,true,11.17,Teens
4911,Home,Kitchen,Large,Purple,Plastic,Epsilon,Budget,1,false,7.21,Children
4912,Electronics,Phones,Medium,Green,Leather,Alpha,Premium,2,true,13.74,Seniors
4913,Electronics,Accessories,Large,Yellow,Leather,Epsilon,Budget,3,true,13.78,Adults
4914,Home,Kitchen,Small,Green,Wood,Delta,Premium,2,false,7.75,Teens
4915,Food,Frozen,Large,Purple,Plastic,Delta,Luxury,1,true,18.72,Children
4916,Clothing,Dresses,Large,Yellow,Glass,Alpha,Mid-range,5,true,14.52,Teens
4917,Clothing,Shirts,Medium,White,Metal,Alpha,Mid-range,3,true,3.41,Teens
4918,Electronics,Tablets,Medium,Yellow,Wood,Beta,Luxury,3,true,9.39,Children
4919,Home,Kitchen,Small,Blue,Metal,Epsilon,Budget,3,false,16.98,Children
4920,Sports,Nutrition,Medium,Red,Cotton,Delta,Mid-range,3,true,0.18,Children
4921,Sports,Accessories,Large,White,Wood,Beta,Budget,5,false,17.00,Children
4922,Clothing,Shoes,Small,Yellow,Glass,Delta,Premium,1,true,14.77,Children
4923,Clothing,Dresses,Large,Purple,Leather,Delta,Premium,4,true,0.18,Teens
4924,Sports,Accessories,Medium,Purple,Wood,Gamma,Premium,1,false,12.57,Seniors
4925,Electronics,Tablets,Medium,Blue,Metal,Epsilon,Premium,1,true,5.46,Adults
4926,Electronics,Laptops,Small,Red,Wood,Gamma,Budget,2,true,15.54,Seniors
4927,Clothing,Shirts,Medium,Red,Glass,Beta,Luxury,3,false,15.11,Children
4928,Clothing,Shoes,Medium,Purple,Leather,Beta,Premium,2,false,9.09,Children
4929,Electronics,Accessories,Small,Black,Metal,Delta,Luxury,3,true,5.05,Seniors
4930,Electronics,Tablets,Large,Blue,Glass,Alpha,Luxury,5,true,11.21,Seniors
4931,Home,Decor,Medium,Purple,Wood,Epsilon,Premium,2,true,4.62,Teens
4932,Home,Kitchen,Small,Green,Wood,Epsilon,Mid-range,3,true,18.96,Seniors
4933,Home,Bath,Large,Purple,Metal,Delta,Luxury,3,true,8.15,Adults
4934,Food,Fresh,Medium,Red,Metal,Gamma,Premium,2,true,15.65,Children
4935,Food,Frozen,Medium,Blue,Cotton,Delta,Premium,4,true,17.02,Adults
4936,Sports,Equipment,Medium,Blue,Wood,Delta,Mid-range,5,true,7.44,Adults
4937,Electronics,Phones,Medium,White,Plastic,Beta,Budget,2,true,0.92,Teens
4938,Sports,Nutrition,Medium,Blue,Glass,Beta,Luxury,3,true,18.68,Adults
4939,Clothing,Shirts,Medium,Yellow,Wood,Alpha,Luxury,4,true,7.03,Children
4940,Food,Snacks,Small,Blue,Glass,Beta,Budget,2,true,16.71,Children
4941,Home,Decor,Large,Blue,Plastic,Gamma,Luxury,3,true,0.54,Adults
4942,Clothing,Pants,Medium,Blue,Leather,Epsilon,Luxury,4,true,1.62,Teens
4943,Clothing,Dresses,Medium,Yellow,Wood,Epsilon,Luxury,5,true,10.12,Teens
4944,Sports,Apparel,Large,Purple,Wood,Alpha,Luxury,4,true,15.92,Children
4945,Sports,Accessories,Large,Black,Glass,Gamma,Premium,3,true,3.33,Seniors
4946,Sports,Equipment,Medium,Yellow,Plastic,Gamma,Premium,1,true,5.97,Seniors
4947,Clothing,Pants,Medium,Purple,Leather,Delta,Luxury,1,false,14.43,Adults
4948,Electronics,Laptops,Large,Red,Glass,Epsilon,Mid-range,3,true,12.43,Seniors
4949,Sports,Accessories,Medium,Green,Glass,Gamma,Luxury,3,true,15.86,Seniors
4950,Sports,Accessories,Medium,Yellow,Leather,Epsilon,Luxury,3,true,8.34,Teens
4951,Clothing,Dresses,Medium,Red,Glass,Gamma,Mid-range,5,true,17.04,Children
4952,Food,Fresh,Medium,White,Wood,Epsilon,Budget,2,true,1.87,Children
4953,Home,Kitchen,Large,White,Plastic,Beta,Luxury,2,true,17.52,Children
4954,Electronics,Laptops,Large,Red,Leather,Gamma,Premium,3,true,11.29,Adults
4955,Electronics,Tablets,Medium,Blue,Metal,Gamma,Premium,3,true,12.57,Seniors
4956,Sports,Accessories,Small,Black,Leather,Epsilon,Luxury,2,false,1.29,Children
4957,Food,Beverages,Large,Black,Glass,Beta,Budget,2,false,12.47,Teens
4958,Food,Beverages,Small,Blue,Leather,Delta,Premium,1,true,14.67,Teens
4959,Sports,Nutrition,Medium,Black,Leather,Epsilon,Mid-range,3,false,10.01,Teens
4960,Food,Fresh,Small,Red,Cotton,Alpha,Premium,3,true,10.45,Teens
4961,Electronics,Phones,Small,White,Metal,Gamma,Mid-range,1,false,3.44,Adults
4962,Home,Kitchen,Small,Blue,Cotton,Delta,Budget,4,false,4.73,Adults
4963,Clothing,Shoes,Medium,Blue,Wood,Alpha,Premium,2,true,3.33,Teens
